"code","description","relatedEmdnCodes"
"65873","CPAP/BPAP chin strap, single-use",""
"62530","Intestinal stoma shield/support belt, reusable",""
"61373","Ostomy bag extension",""
"62526","Urostomy bag/support kit",""
"15078","Laboratory apron",""
"60597","Pressure-management insole, prefabricated",""
"32158","Tracheobronchial suction/insufflation catheter, dual-lumen",""
"65848","HIV1/HIV2 antibody IVD, kit, rapid ICT, self-testing",""
"64634","Ebola virus antigen IVD, kit, rapid ICT, clinical",""
"49122","Influenza A/B virus antigen IVD, reagent",""
"47432","Radial surgical retractor seal cap",""
"44792","Laparoscopic balloon dissector",""
"35511","Vascular catheter flush valve, continuous",""
"64505","Cholangiography catheter",""
"36307","Laser beam-blocking barrier",""
"49106","Zika virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"63667","HIV1/HIV2/Treponema pallidum antibody IVD, kit, rapid ICT, clinical",""
"32812","Corneal bur system, line-powered",""
"36186","Wheelchair glove",""
"32992","Wheelchair crutch/walking stick holder",""
"10796","Stand-up chair, electric",""
"48725","Poliovirus immunoglobulin G (IgG) antibody (serotypes PV1-PV3) IVD, kit, enzyme immunoassay (EIA)",""
"65643","5-Hydroxyindoleacetic acid (5HIAA) IVD, kit, enzyme immunoassay (EIA)",""
"63389","Ambulatory insulin infusion pump cartridge filling device, manual",""
"61294","Pelvic organ prolapse/stress urinary incontinence surgical mesh",""
"37940","Retina illumination shield",""
"61611","Nasal cavity stent, removable, prefabricated",""
"51081","Ambulatory insulin infusion pump, mechanical",""
"56673","Co-oximetry analyser IVD, point-of-care",""
"56660","Assisted reproduction centrifuge tube",""
"61580","Eye dropper bottle aid",""
"61760","T-cell antigen receptor (TCR) gamma/delta chain IVD, antibody",""
"57022","CD86 cell marker IVD, antibody",""
"60747","Interferon gamma release IVD, reagent",""
"61761","T-cell antigen receptor (TCR) alpha/beta chain IVD, antibody",""
"63280","CD26 cell marker IVD, antibody",""
"56966","CD28 cell marker IVD, antibody",""
"63265","CD81 cell marker IVD, antibody",""
"64040","Killer cell immunoglobulin-like receptor (KIR) IVD, antibody",""
"62543","CD200 cell marker IVD, antibody",""
"61272","Multiple mature lymphocyte cell marker IVD, kit, fluorescent activated cell sorting/flow cytometry (FACS/Flow)",""
"66463","CD4 cell marker IVD, kit, fluorescent activated cell sorting/flow cytometry (FACS/Flow)",""
"61039","Fluorescent immunoassay/spectrophotometry analyser IVD, point-of-care",""
"63317","CD9 cell marker IVD, antibody",""
"63243","CD300e cell marker IVD, antibody",""
"62409","CD36 cell marker IVD, antibody",""
"63083","CD62P cell marker IVD, antibody",""
"57012","CD69 cell marker IVD, antibody",""
"63318","CD62L cell marker IVD, antibody",""
"56990","CD45RA cell marker IVD, antibody",""
"63248","CD58 cell marker IVD, antibody",""
"57001","CD59 red cell antigen IVD, kit, fluorescent activated cell sorting/flow cytometry (FACS/Flow)",""
"65030","Intravenous injection automated detection/documentation system processor/transmitter",""
"44080","Anaesthesia information system application software",""
"65031","Intravenous injection automated detection/documentation system computer",""
"65029","Intravenous line sensor, anaesthesia injection",""
"65151","Non-ISO80369-standardized fluid path protective cover",""
"63390","Intravenous line closed infusion system clamp",""
"65667","Endocervical specimen cytological examination kit IVD",""
"36262","Yeast species culture isolate identification/antimicrobial susceptibility profile IVD, reagent",""
"63609","Microbial incubator/imaging system IVD",""
"48208","Multiple vaginitis/vaginosis-associated pathogen nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"49994","Human papillomavirus (HPV) nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"47381","Multiple-genus gastrointestinal disease-associated bacteria nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"50903","Vancomycin-resistant Enterococcus (VRE) nucleic acid IVD, kit, nucleic acid technique (NAT)",""
"41128","Evacuated blood collection tube IVD, clot activator/separator",""
"67130","Capillary blood collection tube opener IVD",""
"58136","Syringe/blood collection tube adaptor IVD",""
"56916","Multiple CD cell marker IVD, kit, fluorescent activated cell sorting/flow cytometry (FACS/Flow)",""
"56996","CD55 red cell antigen IVD, antibody",""
"63296","Platelet membrane glycoprotein IIb-IIIa IVD, antibody",""
"63266","CD11a cell marker IVD, antibody",""
"38737","Needle cutter",""
"47132","Vascular catheter/cannula flush solution, anticoagulant, non-antimicrobial",""
"65225","SARS-CoV-1/SARS-CoV-2 antigen IVD, control",""
"43579","Multiple antimycobacterial minimum inhibitory concentration (MIC) IVD, reagent",""
"56742","Microorganism identification analyser IVD, manual",""
"50968","Francisella tularensis total antibody IVD, reagent",""
"50967","Francisella tularensis total antibody IVD, control",""
"45299","Multiple antifungal susceptibility testing kit IVD",""
"44408","Multiple Mycobacterium species culture isolate identification IVD, kit",""
"43523","Urea differentiation disc IVD",""
"50424","Multiple Haemophilus/Neisseria bacteria species culture isolate identification IVD, reagent",""
"42775","Sucrose utilization microbial reagent IVD",""
"34325","Sorbitol utilization microbial reagent IVD",""
"34329","Rhamnose utilization microbial reagent IVD",""
"43609","Raffinose utilization microbial reagent IVD",""
"41144","Mannitol utilization microbial reagent IVD",""
"38667","Maltose utilization microbial reagent IVD",""
"36220","Lactose utilization microbial reagent IVD",""
"42605","Inositol utilization microbial reagent IVD",""
"43548","Dulcitol utilization microbial reagent IVD",""
"42734","Dextrose utilization microbial reagent IVD",""
"42637","Arabinose utilization microbial reagent IVD",""
"42668","Adonitol utilization microbial reagent IVD",""
"51520","Multiple Salmonella species antigen IVD, reagent",""
"51251","Neisseria meningitidis antigen IVD, reagent",""
"50503","Multiple Bordetella species antigen IVD, control",""
"50501","Multiple Bordetella species antigen IVD, kit, fluorescent immunoassay",""
"50504","Multiple Bordetella species antigen IVD, reagent",""
"51121","Listeria monocytogenes antigen IVD, control",""
"51122","Listeria monocytogenes antigen IVD, reagent",""
"51602","Multiple Shigella species culture isolate antigen IVD, control",""
"41213","Ear simulator, acoustic coupler",""
"11452","Nasopharyngeal electrode",""
"65746","Total cholesterol lipid IVD, kit, rapid colorimetric, self-testing",""
"52848","Multiple lipid analyte IVD, kit, multiple technologies",""
"53354","Multiple lipid analyte IVD, kit, spectrophotometry",""
"52900","Multiple clinical chemistry enzyme IVD, kit, spectrophotometry",""
"64382","Creatinine monitoring system IVD, point-of-care",""
"47002","Ketone (acetoacetate) IVD, kit, rapid colorimetric, clinical",""
"66523","Triglyceride IVD, kit, rapid colorimetric, clinical",""
"66522","High density lipoprotein (HDL) cholesterol IVD, kit, rapid colorimetric, clinical",""
"66524","Total cholesterol lipid IVD, kit, rapid colorimetric, clinical",""
"41999","Hepatitis B virus surface antigen IVD, calibrator",""
"65810","Multiple traumatic brain injury marker IVD, kit, chemiluminescent immunoassay",""
"52797","Herpes simplex virus 1 (HSV1) immunoglobulin G (IgG) antibody IVD, calibrator",""
"41972","Hepatitis C virus total antibody IVD, calibrator",""
"41958","Hepatitis A virus immunoglobulin G (IgG) antibody IVD, control",""
"41957","Hepatitis A virus immunoglobulin G (IgG) antibody IVD, calibrator",""
"57692","Ubiquitin IVD, control",""
"57691","Ubiquitin IVD, calibrator",""
"57240","Glial fibrillary acidic protein (GFAP) IVD, control",""
"57239","Glial fibrillary acidic protein (GFAP) IVD, calibrator",""
"64761","SARS-CoV-2 immunoglobulin M (IgM) antibody IVD, kit, chemiluminescent immunoassay",""
"65018","SARS-CoV-2 immunoglobulin M (IgM) antibody IVD, calibrator",""
"53343","Lactate IVD, kit, reduction/oxidation",""
"49868","Adenovirus immunoglobulin A (IgA) antibody IVD, reagent",""
"42108","Human T-cell lymphotrophic virus 1 & 2 (HTLV1 & HTLV2) antibody IVD, control",""
"42107","Human T-cell lymphotrophic virus 1 & 2 (HTLV1 & HTLV2) antibody IVD, calibrator",""
"52492","Trypanosoma cruzi total antibody IVD, control",""
"52491","Trypanosoma cruzi total antibody IVD, calibrator",""
"53480","Total microprotein IVD, kit, nephelometry/turbidimetry",""
"63503","Total immunoglobulin E (IgE total) IVD, kit, nephelometry/turbidimetry",""
"61024","Rapamycin (sirolimus) therapeutic drug monitoring IVD, kit, chemiluminescent immunoassay",""
"41981","Hepatitis B virus core immunoglobulin M (IgM) antibody IVD, calibrator",""
"14435","Deionization water purification system",""
"62927","Blood smearing cassette IVD",""
"62926","Microscope slide labelling cartridge IVD",""
"41959","Hepatitis A virus immunoglobulin M (IgM) antibody IVD, calibrator",""
"41985","Hepatitis B virus core antigen IVD, calibrator",""
"51802","Treponema pallidum total antibody IVD, calibrator",""
"42730","Human chorionic gonadotropin beta-core fragment IVD, calibrator",""
"61233","Trypanosoma cruzi total antibody IVD, kit, chemiluminescent immunoassay",""
"48524","Human T-cell lymphotrophic virus 1 & 2 (HTLV1 & HTLV2) antibody IVD, kit, chemiluminescent immunoassay",""
"61009","Galectin-3 IVD, kit, chemiluminescent immunoassay",""
"48151","Galectin-3 IVD, control",""
"48150","Galectin-3 IVD, calibrator",""
"66466","Trypanosoma cruzi total antibody IVD, kit, enzyme immunoassay (EIA)",""
"52916","Total acid phosphatase (TAP) IVD, reagent",""
"53114","Lipoprotein lipase IVD, kit, spectrophotometry",""
"61273","Methotrexate therapeutic drug monitoring IVD, kit, chemiluminescent immunoassay",""
"55860","Platelet count IVD, kit, cell count",""
"55021","LDL (low density lipoprotein) antibody (anti-LDL) IVD, reagent",""
"65747","Ophthalmic laser system eyeball positioning suction cup",""
"52847","Intraocular lens calculation software",""
"36108","Aqueous/vitreous humour replacement medium kit",""
"45209","Sulfur hexafluoride refillable cylinder",""
"44405","Perfluoropropane refillable cylinder",""
"45073","Phacoemulsification/vitrectomy system generator",""
"17596","Phacoemulsification system generator",""
"58160","Line-powered intraocular lens injector, reusable",""
"35655","Anterior-chamber intraocular lens, pseudophakic",""
"61471","Gastrointestinal photodynamic therapy laser beam guide",""
"58866","Oncological diode laser system",""
"47439","Periodontal medication dispenser",""
"63200","Subcutaneous implantation kit, medicated",""
"63177","Urethral catheterization support kit, intravesical chemotherapy",""
"59102","Genital inflammation/infection hydrogel dressing",""
"15900","Patient room casework",""
"45539","Allergy testing lancet",""
"45866","Rigid contact lens cleaning solution",""
"63430","Steam inhaler, electrically-powered",""
"32718","Fresnel prism",""
"59078","Enteral tube tracking system",""
"62581","Nasogastric tube holder, intranasal",""
"59081","Enteral tube tracking system transmitter stylet",""
"65201","Neonatal indwelling urethral drainage catheter",""
"64166","Endoscopy mucosal lesion stain",""
"64558","Oral/enteral medicine medicated administration kit, reusable",""
"35396","Thermometer holder",""
"38702","Walking chair, foldable",""
"61945","Corn/callus dressing, single-use",""
"48020","Lice treatment shampoo",""
"35631","Toilet cushion",""
"52750","Infrared-light cold sore treatment device",""
"65341","Chitosan haemostatic agent, home-use",""
"46466","Skin degreaser",""
"45564","Nasal inhaler",""
"38087","Dry powder inhaler",""
"45088","Contact lens care kit",""
