"code","description","relatedEmdnCodes"
"34071","Implantable intrathecal infusion pump, nonprogrammable",""
"63949","Implantable vascular infusion pump catheter",""
"33737","Corneal staining strip",""
"45146","Dental/maxillofacial surgical procedure kit, medicated, single-use",""
"57978","Wheelchair recliner, battery-powered",""
"62421","Tympanic membrane contact hearing aid tympanic transducer",""
"62420","Tympanic membrane contact hearing aid ear tip transmitter",""
"62419","Tympanic membrane contact hearing aid sound processor",""
"62418","Tympanic membrane contact hearing aid",""
"31707","Heart valve prosthesis holder, reusable",""
"34919","Intra-aortic balloon catheter",""
"63558","Wearable sequential venous compression system",""
"40567","Hydrogen peroxide gas sterilizer",""
"64885","Vascular guide-catheter extension",""
"65288","Magnetic resonance elastography acoustic driver",""
"66278","Intravenous line identification light",""
"52528","Arthroscopic shaver/electrosurgical system",""
"16936","Uninterruptible power supply system",""
"38370","Facility radio-frequency shielding material",""
"11905","Patient gown, reusable",""
"62471","Coronary artery clamp",""
"45119","Dappen dish, reusable",""
"65892","Assistive human interface device proximal control, hand-operated",""
"65857","Assistive electronic switch",""
"65757","Uncarboxylated matrix Gla protein (ucMGP) IVD, kit, chemiluminescent immunoassay",""
"54399","Multiple thyroid hormone uptake (T-uptake) IVD, control",""
"58325","Total thyroxine (TT4) IVD, control",""
"38258","Free thyroxine (FT4) IVD, control",""
"38271","Thyroid stimulating hormone (TSH) IVD, control",""
"58334","Total triiodothyronine (TT3) IVD, control",""
"54418","Free triiodothyronine (FT3) IVD, control",""
"38177","Cytokeratin IVD, control",""
"42080","Thyroid stimulating hormone receptor (TSHR) antibody IVD, control",""
"41841","Calcitonin IVD, control",""
"42188","Osteocalcin IVD, control",""
"41711","Thyroglobulin IVD, control",""
"63852","Free cortisol/cortisone IVD, control",""
"41897","Dehydroepiandrosterone (DHEA) IVD, control",""
"54145","Dihydrotestosterone IVD, control",""
"45709","17-Hydroxyprogesterone IVD, control",""
"41994","Hepatitis B virus surface immunoglobulin G (IgG) antibody IVD, control",""
"42192","Human growth hormone (HGH) IVD, control",""
"53861","Interleukin-6 (IL-6) IVD, control",""
"42092","Insulin IVD, control",""
"54518","Urine glucose IVD, kit, rapid colorimetric, clinical",""
"54521","Urine nitrite IVD, kit, rapid colorimetric, clinical",""
"54526","Urine sediment IVD, reagent",""
"54524","Urine specific gravity IVD, kit, rapid colorimetric, clinical",""
"54527","Urine urobilinogen IVD, kit, rapid colorimetric, clinical",""
"54525","Urine sediment IVD, kit, spectrophotometry",""
"54520","Urine leukocyte IVD, kit, rapid colorimetric, clinical",""
"54517","Urine creatinine IVD, kit, rapid colorimetric, clinical",""
"54515","Urine blood IVD, kit, rapid colorimetric, clinical",""
"55719","Opiate/opiate metabolite IVD, kit, liquid chromatography",""
"46467","Radiation therapy invasive marker lesion localization system",""
"33536","Cast/bandage waterproof bathing cover, single-use",""
"64404","Patient audiovisual communication/entertainment system",""
"53685","Complement components C3/C3c IVD, calibrator",""
"64072","Mass spectrometry specimen target holder",""
"60543","Hearing aid wax guard",""
"57843","Gas chromatography analyser IVD",""
"43898","Laboratory instrument/analyser pump IVD",""
"61614","Breath specimen container IVD",""
"65760","External cuff/pad inflation tubing set, reusable",""
"63207","Anticoagulant-resistance multiple genetic risk factor IVD, kit, nucleic acid technique (NAT)",""
"59821","Ethylene vinyl acetate examination/treatment glove, non-powdered",""
"66386","Bedside monitor remote-viewing software, physiological parameter",""
"65083","Assistive echolocation device",""
"45243","Spectacle-mounted telescope",""
"46762","Traction table, manual",""
"45463","Infusion/injection port/tack applicator",""
"17649","Gastric band",""
"47066","Gastric band repair kit",""
"47065","Gastric band access port kit",""
"44734","Orthodontic appliance automated cleaner",""
"47926","Orthokeratology contact lens",""
"57888","Therapeutic oncological/gynaecological ultrasound system",""
"63210","Tissue morcellation system tissue preservation container",""
"64470","ENFit/Luer linear connector",""
"64695","Ureteral/urethral catheter multichannel external connector",""
"64759","Neuro-controlled joint movement exoskeleton",""
"13894","Suture removal kit",""
"12861","Laboratory instrument gas monitor/regulator",""
"40901","Radiological pelvis positioner",""
"42729","Human chorionic gonadotropin beta-core fragment IVD, control",""
"60701","Anal tissue reconstructive material",""
"60700","Urinary tract reconstructive material, microbe-derived",""
"64400","Closed-wound drainage suction pump",""
"62540","Coagulation analyser IVD, point-of-care, line-powered",""
"44611","Percutaneous interstitial fluid glucose monitoring system, electrochemical",""
"64388","Syringe dispensing gun, single-use",""
"63454","Dynamometer force gauge",""
"58404","Adrenocorticotropic hormone (ACTH) IVD, kit, radioimmunoassay",""
"47719","Medicated male condom, Hevea-latex",""
"34151","Basic male condom, synthetic polymer",""
"31219","Ergonomic workdesk, manual",""
"63174","Endodontic file retrieval loop",""
"47741","Orthopaedic cement mixing container, reusable",""
"66090","Cannulated manual toothbrush",""
"45481","Periodontal root surface regeneration material",""
"61429","Inflatable hot/cold therapy pack/electric pump",""
"58727","Vaginal rectocele reduction instrument",""
"60665","Rectal medication applicator, reusable",""
"31978","Finger-cot surgical drape",""
"47606","Nasal breathing aid, external",""
"38489","Uninterruptible power supply",""
"35796","Fluorescence light microscope",""
"33543","Microscope slide tray",""
"35576","Surgical microscope still camera",""
"62262","Microscope slide hybridization/denaturation incubator IVD",""
"67100","Isolated nucleic acid quantification kit IVD",""
"60202","Microsatellite instability IVD, kit, nucleic acid technique (NAT)",""
"60204","Microsatellite instability IVD, reagent",""
"61575","Skin marking pen, single-use",""
"35257","Vascular booties",""
"64097","Electrosurgical electrode lubricant",""
"47162","Endoscopic bite block, oxygenating",""
"46620","Cerebral oximeter sensor, single-use",""
"62671","External cuff/pad inflation tubing set, single-use",""
"36548","Patient monitoring system module, electrocardiographic/respiratory",""
"61145","Irrigation negative-pressure wound therapy dressing",""
"61146","Irrigation negative-pressure wound therapy unit",""
"47407","Negative-pressure wound therapy system foam dressing, antimicrobial",""
"59943","Portable pneumatic high-frequency ventilator",""
"59945","Stationary pneumatic high-frequency ventilator respiration monitor",""
"59942","Stationary pneumatic high-frequency ventilator",""
"59944","Transport pneumatic high-frequency ventilator",""
"46520","Amniotic membrane perforator, single-use",""
"63434","Tape measure, single-use",""
"60521","Neonatal kangaroo care garment",""
"67029","External circulating-fluid core temperature regulation system start kit",""
"46315","Intravascular core temperature regulation system start kit",""
"44710","Intravascular core temperature regulation system",""
"44708","Intravascular core temperature regulation system catheter",""
"44892","Cardiac resuscitator band",""
"64573","Peripheral intravenous catheterization kit, non-sensing",""
"12082","Ice bag",""
"32048","Patient identification band",""
"12507","Medicine tray",""
"64548","Surgical sponge-counting bag",""
"56743","Microorganism identification analyser IVD, automated/semi-automated",""
"62407","Anti-tuberculosis (anti-TB) drug susceptibility testing reagent kit IVD",""
"30658","Multiple antimycobacterial minimum inhibitory concentration (MIC) IVD, kit",""
"33365","Culture medium control",""
"52732","Protease immunohaematology reagent IVD",""
"66118","Microbiological transport medium IVD",""
"62707","Culture medium base ingredient IVD",""
"49688","Epstein-Barr virus (EBV) heterophile antibody IVD, kit, agglutination",""
"66472","Bacterial species differentiation disc IVD",""
"50831","Clostridium difficile antigen IVD, kit, rapid ICT, clinical",""
"43584","Acid-alcohol solution IVD",""
"43781","Xylene solution IVD",""
"57910","Faecal specimen container IVD, fixative",""
"50415","Multiple Enterobacteriaceae species culture isolate identification IVD, kit",""
"50425","Multiple non-glucose fermenting bacteria species culture isolate identification IVD, kit",""
"62908","Multiple urinary tract pathogen culture isolate identification IVD, kit, rapid",""
"35841","Nitrate reduction microbial reagent IVD",""
"52071","Cryptococcus neoformans antigen IVD, kit, rapid agglutination, clinical",""
"52168","Cryptosporidium species antigen IVD, control",""
"52163","Cryptosporidium species antigen IVD, kit, rapid ICT, clinical",""
"47360","Multiple faecal parasite antigen IVD, control",""
"47358","Multiple faecal parasite antigen IVD, kit, rapid ICT, clinical",""
"52251","Giardia lamblia antigen IVD, control",""
"52249","Giardia lamblia antigen IVD, kit, rapid ICT, clinical",""
"65292","Escherichia coli antigen IVD, kit, rapid agglutination, clinical",""
"64873","Giardia species antigen IVD, kit, rapid ICT, clinical",""
"57758","Neutral buffered formalin IVD",""
"42738","Bile esculin differentiation disc IVD",""
"62402","Niacin-production microbial reagent IVD",""
"37383","Yeast species culture isolate identification/antimicrobial susceptibility profile IVD, kit",""
"58604","Fungal antimicrobial susceptibility culture medium IVD",""
"43554","Bacterial species culture isolate identification/antimicrobial susceptibility profile IVD, reagent",""
"58640","Mueller-Hinton agar antimicrobial susceptibility culture medium IVD, sheep blood",""
"59605","Li-Fraumeni syndrome IVD, primer",""
"61686","Anaerobic-microorganism antimicrobial susceptibility culture medium IVD",""
"64255","Barbed polyolefin suture",""
"46865","Clavicle intramedullary nail-like rod",""
"44941","Rigid optical reconstructive surgery endoscope",""
"63465","Closed-suction breathing circuit connector/switch",""
"66777","Non-fixed medical gas distribution line regulator",""
"38047","Nitrous oxide/oxygen quick-connect coupling, female",""
"64875","Home CPAP/BPAP washer/disinfector device container",""
"63643","Emergency airway clearance suction pump, electric",""
"66295","Ambulatory nebulizer, non-heated",""
"61364","Medical gas flowmeter, Bourdon gauge",""
"35043","Electrosurgical handpiece/electrode holder, reusable",""
"58848","Extracorporeal circuit waste bag",""
"62956","Airway device cleaning utensil, noninvasive, single-use",""
"62095","Airway device cleaning utensil, invasive",""
"62154","Tracheostomy base plate, single-use",""
"42533","Tracheoesophageal speech valve, indwelling",""
"62134","Tracheoesophageal device insertion capsule",""
"62127","Tracheoesophageal device introducer",""
"62047","Tracheostoma shower shield",""
"62155","Tracheostomy base plate, reusable",""
"62119","Tracheoesophageal speech valve occluder, non-valved",""
"62096","Tracheoesophageal speech valve irrigation device",""
"65394","Tracheoesophageal speech valve guidewire",""
"62146","Tracheoesophageal speech test catheter",""
"61421","Hypopharyngeal fistula occluder inserter/remover",""
"61420","Hypopharyngeal fistula occluder",""
"37806","Manual external defibrillator",""
"58941","Cardiopulmonary resuscitation impedance valve, inspiratory",""
"41882","Cardiac resuscitator, manual",""
"58232","Cotton wool roll",""
"48451","HIV1/HIV2 antibody IVD, kit, enzyme immunoassay (EIA)",""
"48457","HIV1/HIV2 antibody IVD, reagent",""
"41990","Hepatitis B virus core immunoglobulin G (IgG) antibody IVD, control",""
"48299","Hepatitis B virus core immunoglobulin M (IgM) antibody IVD, reagent",""
"41986","Hepatitis B virus core antigen IVD, control",""
"48296","Hepatitis B virus core antigen IVD, reagent",""
"41983","Hepatitis B virus core total antibody IVD, calibrator",""
"48281","Hepatitis A virus immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"48285","Hepatitis A virus total antibody IVD, kit, enzyme immunoassay (EIA)",""
"48511","HIV2 antibody IVD, kit, enzyme immunoassay (EIA)",""
"48293","Hepatitis B virus core antigen IVD, kit, enzyme immunoassay (EIA)",""
"48297","Hepatitis B virus core immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",""
"49663","Epstein-Barr virus (EBV) immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",""
"55776","Organic solvent metabolite IVD, reagent",""
"58209","Phosphoric acid stop solution reagent IVD",""
"50266","Rubella virus immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"52437","Toxoplasma gondii immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49714","Cytomegalovirus (CMV) immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49544","Herpes simplex virus 1 & 2 (HSV1 & 2) immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"49623","Varicella-zoster virus (VZV) immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"54814","Multiple Coeliac disease-associated antibody IVD, calibrator",""
"48318","Hepatitis B virus surface total antibody IVD, reagent",""
"41997","Hepatitis B virus surface total antibody IVD, calibrator",""
"48315","Hepatitis B virus surface total antibody IVD, kit, enzyme immunoassay (EIA)",""
"55049","Native DNA antibody (anti-nDNA) IVD, reagent",""
"50270","Rubella virus immunoglobulin M (IgM) antibody IVD, reagent",""
"52791","Herpes simplex virus 1 & 2 (HSV1 & 2) immunoglobulin G (IgG) antibody IVD, calibrator",""
"54898","Cyclic citrullinated peptide antibody (anti-CCP) IVD, calibrator",""
"49625","Varicella-zoster virus (VZV) immunoglobulin G (IgG) antibody IVD, control",""
"49293","Measles virus immunoglobulin G (IgG) antibody IVD, control",""
"49336","Mumps virus immunoglobulin G (IgG) antibody IVD, control",""
"49624","Varicella-zoster virus (VZV) immunoglobulin G (IgG) antibody IVD, calibrator",""
"49335","Mumps virus immunoglobulin G (IgG) antibody IVD, calibrator",""
"49292","Measles virus immunoglobulin G (IgG) antibody IVD, calibrator",""
"42139","Rubella virus immunoglobulin G (IgG) antibody IVD, calibrator",""
"53517","Phospholipid IVD, control",""
"53516","Phospholipid IVD, calibrator",""
"54856","Multiple vasculitis-associated antibody IVD, calibrator",""
"49716","Cytomegalovirus (CMV) immunoglobulin G (IgG) antibody IVD, calibrator",""
"42166","Toxoplasma gondii immunoglobulin G (IgG) antibody IVD, calibrator",""
"49691","Epstein-Barr virus (EBV) heterophile antibody IVD, control",""
"49666","Epstein-Barr virus (EBV) immunoglobulin M (IgM) antibody IVD, control",""
"49690","Epstein-Barr virus (EBV) heterophile antibody IVD, calibrator",""
"49665","Epstein-Barr virus (EBV) immunoglobulin M (IgM) antibody IVD, calibrator",""
"49660","Epstein-Barr virus (EBV) immunoglobulin G (IgG) antibody IVD, control",""
"49659","Epstein-Barr virus (EBV) immunoglobulin G (IgG) antibody IVD, calibrator",""
"41271","Multiple antinuclear antibody (ANA) screening IVD, control",""
"59236","Myeloperoxidase (MPO) IVD, kit, enzyme immunoassay",""
"55065","Multiple anti-neutrophil cytoplasmic antibody (ANCA) IVD, control",""
"55990","Reptilase time IVD, calibrator",""
"61758","Inherited haemoglobinopathy IVD, calibrator",""
"59803","Inherited haemoglobinopathy IVD, control",""
"54904","Double stranded DNA antibody (anti-dsDNA) IVD, reagent",""
"54829","Multiple extractable nuclear antigen (ENA) IVD, reagent",""
"52846","HIV1 antigen IVD, control",""
"54714","Multiple heavy metal IVD, control",""
"53478","Microalbumin IVD, control",""
"52498","Trypanosoma cruzi immunoglobulin G (IgG)/IgM antibody IVD, control",""
"32449","Treponema pallidum reagin antibody IVD, control",""
"50562","Borrelia burgdorferi immunoglobulin G (IgG) antibody IVD, control",""
"51205","Mycoplasma pneumoniae immunoglobulin M (IgM) antibody IVD, control",""
"50771","Chlamydia trachomatis immunoglobulin G (IgG) antibody IVD, control",""
"51210","Mycoplasma pneumoniae immunoglobulin G (IgG) antibody IVD, control",""
"51010","Helicobacter pylori immunoglobulin G (IgG) antibody IVD, control",""
"49063","West Nile virus immunoglobulin A (IgA)/IgG/IgM antibody IVD, control",""
"31014","Hepatitis B virus e-antigen total antibody IVD, control",""
"60998","Multiple anaemia-related analyte IVD, control",""
"46895","Lead IVD, control",""
"41907","Double stranded DNA antibody (anti-dsDNA) IVD, control",""
"42227","Scleroderma-70 antibody (anti-Scl-70) IVD, control",""
"55162","Sm/RNP antibody IVD, control",""
"46061","SSA/Ro antibody (Sjogren's antibody) IVD, control",""
"46063","SSB/La antibody (Sjogren's antibody) IVD, control",""
"57679","Tumour-associated glycoprotein-72 (TAG72) IVD, antibody",""
"66565","Multiple squamous cell carcinoma-associated marker IVD, antibody",""
"65212","Insulinoma-associated protein 1 (INSM1) IVD, antibody",""
"53150","Pepsin IVD, reagent",""
"63957","Multiple breast tissue/tumour marker IVD, antibody",""
"66601","Multiple solid tumour differentiation marker IVD, antibody",""
"63955","NKX protein IVD, antibody",""
"57051","Chromogranin A IVD, kit, enzyme immunohistochemistry",""
"57637","T-cell intracytoplasmic antigen (TIA1) IVD, antibody",""
"63918","GATA protein transcription factor IVD, antibody",""
"57516","p63 tumour protein IVD, kit, enzyme immunohistochemistry",""
"63935","Treponema pallidum antigen IVD, antibody",""
"63907","Transducin-like enhancer protein IVD, antibody",""
"66288","Pressurized incubator IVD",""
"56994","CD54 Intercellular adhesion molecule-1 (ICAM-1) IVD, antibody",""
"57514","p53 tumour protein IVD, kit, enzyme immunohistochemistry",""
"66611","HLA class I antigen non-tissue typing IVD, antibody",""
"61220","Polymer-enzyme conjugate IVD, reagent",""
"57777","Immunohistochemistry negative control (normal animal serum) IVD",""
"65302","Microscope slide maker/digital imaging analyser IVD",""
"66442","CD47 cell marker IVD, antibody",""
"59717","Niemann-Pick disease (SMPD1-associated) IVD, kit, nucleic acid technique (NAT)",""
"66540","T-cell receptor beta constant 1 IVD, antibody",""
"57243","Glucagon IVD, antibody",""
"65211","Isocitrate dehydrogenase 1 (IDH1) IVD, antibody",""
"63988","Special AT-rich sequence-binding protein 2 (SATB2) IVD, antibody",""
"65255","BRCA1 associated protein-1 (BAP-1) IVD, antibody",""
"64936","CD157 cell marker IVD, antibody",""
"66647","CD247 cell marker IVD, antibody",""
"66578","Interferon IVD, antibody",""
"64405","Proto-oncogene tyrosine-protein kinase ROS (ROS1) IVD, antibody",""
"66538","Serine/threonine-protein kinase B-raf IVD, antibody",""
"63898","LIM-domain-only (LMO) protein IVD, antibody",""
"56850","Breast carcinoma antigen 225 (BCA-225) IVD, antibody",""
"65254","SMAD4 protein IVD, antibody",""
"66242","TIGIT protein IVD, antibody",""
"63904","Perilipin protein IVD, antibody",""
"63891","SOXC protein IVD, antibody",""
"57422","MLH1 antigen IVD, kit, enzyme immunohistochemistry",""
"57785","Decalcifying solution IVD",""
"53182","Trypsin IVD, reagent",""
"66602","Multiple cell proliferation/death marker IVD, antibody",""
"66635","Tripartite motif containing protein 29 (TRIM29) IVD, antibody",""
"56897","Caspase-3 IVD, antibody",""
"56785","Amyloid P component IVD, antibody",""
"64895","Coagulation factor VIII IVD, antibody",""
"63897","Smoothelin IVD, antibody",""
"66648","Multiple bladder tissue/tumour marker IVD, antibody",""
"56985","CD44 cell marker IVD, kit, enzyme immunohistochemistry",""
"56973","CD34 cell marker IVD, kit, enzyme immunohistochemistry",""
"56967","Tumour necrosis factor receptor superfamily IVD, kit, enzyme immunohistochemistry",""
"57173","Desmin protein IVD, kit, enzyme immunohistochemistry",""
"57068","Cyclin D1 IVD, kit, enzyme immunohistochemistry",""
"66613","Iba1 protein IVD, antibody",""
"61344","Intervertebral disc filler",""
"66571","Hypoxia-inducible factor 1-alpha (HIF-1-alpha) IVD, antibody",""
"66573","Insulin-like growth factor 1 receptor (IGF1R) IVD, antibody",""
"63984","Heat shock protein IVD, antibody",""
"50995","Helicobacter pylori antigen IVD, kit, enzyme immunohistochemistry",""
"57326","Inhibin A IVD, kit, enzyme immunohistochemistry",""
"57683","Tyrosinase IVD, kit, enzyme immunohistochemistry",""
"57494","p16 antigen IVD, kit, enzyme immunohistochemistry",""
"66634","Nuclear receptor ROR-gamma IVD, antibody",""
"63986","Insulin-like growth factor II mRNA binding protein 3 (IMP3) IVD, antibody",""
"66612","Achaete-scute homolog 1 (ASH1) IVD, antibody",""
"49871","Adenovirus immunoglobulin G (IgG) antibody IVD, reagent",""
"63890","SOXB1 protein IVD, antibody",""
"63926","Glutamine synthetase IVD, antibody",""
"57349","Lactoferrin IVD, antibody",""
"49698","Epstein-Barr virus (EBV) antigen IVD, kit, enzyme immunohistochemistry",""
"49992","Human papillomavirus (HPV) antigen IVD, kit, enzyme immunohistochemistry",""
"60939","Neurovascular embolization plug",""
"36984","Methoxyflurane anaesthesia vaporizer",""
"65788","Endoscopic soft-tissue release system blade",""
"65791","Endoscopic soft-tissue release system handpiece",""
"44988","Autopsy saw blade",""
"60328","Calibration gas cylinder regulator",""
"37934","Nitrogen quick-connect coupling, female",""
"65182","Dental power tool endpiece inserter/remover",""
"37530","Centrifuge rotor, ultracentrifuge",""
"59437","Insect bite/sting electrical stimulator",""
"60934","Humeral body extension prosthesis trial",""
"41230","Earplugs, reusable",""
"60819","Spinal decompression cutting handpiece/endpiece",""
"60867","Polymeric coronary bypass marker",""
"62339","Catheter flush syringe connector",""
"48074","Multi-purpose soft/rigid contact lens solution",""
"12991","Ear lobe perforator",""
"17652","Epithelial-resurfacing corneal shield",""
"47365","Ophthalmic working-channel cannula, single-use",""
"61023","Eye heat therapy pack, reusable",""
"53591","Multiple clinical chemistry protein IVD, kit, immunoblot",""
"61259","RNA polymerase III antibody (anti-Pol III) IVD, kit, enzyme immunoassay (EIA)",""
"41386","Proteinase 3 anti-neutrophil cytoplasmic antibody (PR3-ANCA) IVD, control",""
"54908","Endomysium antibody (EMA) IVD, control",""
"42250","Myeloperoxidase anti-neutrophil cytoplasmic antibody (MPO-ANCA) IVD, control",""
"55139","Skin antibody IVD, kit, fluorescent immunoassay",""
"54909","Endomysium antibody (EMA) IVD, reagent",""
"43522","Human immunoglobulin A (IgA)/IgG/IgM animal conjugate antibody reagent IVD",""
"55036","Mitochondrial antibody M2 (anti-Mi2) IVD, reagent",""
"54806","Zinc IVD, kit, atomic spectroscopy",""
"54834","Multiple liver disease-associated antibody IVD, reagent",""
"44192","Alternating-pressure chair cushion, single-use",""
"16168","Flotation therapy bed, neonatal",""
"43564","Bed transporter",""
"53636","Collagen type I cross-linked N-telopeptide IVD, kit, enzyme immunoassay (EIA)",""
"54851","Multiple systemic lupus erythematosus (SLE)-associated antibody IVD, kit, fluorescent immunoassay",""
"57749","Michel’s solution IVD",""
"43805","Immunoglobulin removal reagent IVD",""
"49606","Herpes simplex virus 2 (HSV2) immunoglobulin G (IgG)/IgM antibody IVD, kit, fluorescent immunoassay",""
"49571","Herpes simplex virus 1 (HSV1) immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",""
"55202","Thyroid peroxidase antibody (anti-TPO/microsomal antibody) IVD, kit, fluorescent immunoassay",""
"55147","Smooth muscle antibody IVD, kit, fluorescent immunoassay",""
"55031","Mitochondrial antibody M2 (anti-Mi2) IVD, kit, fluorescent immunoassay",""
"55208","Multiple thyroid antibody IVD, kit, fluorescent immunoassay",""
"48195","Multiple infectious organism/newborn TORCH screen IVD, kit, fluorescent immunoassay",""
"53205","Ammonia IVD, kit, spectrophotometry",""
"33831","Fixative, acid",""
"33832","Fixative, metallic",""
"55405","Lithium therapeutic drug monitoring IVD, kit, atomic spectroscopy",""
"52959","Beta-hexosaminidase A (HexA) IVD, reagent",""
"53961","Plasma protein IVD, reagent",""
"56000","Fibrinogen assay (factor I) IVD, reagent",""
"55904","Haemoglobin S (HbS) IVD, kit, electrophoresis",""
"41870","Thrombin time (TT) IVD, control",""
"55988","Thrombin time (TT) IVD, reagent",""
"55407","Lithium therapeutic drug monitoring IVD, calibrator",""
"47485","Intravascular haemodynamic monitoring system",""
"66528","Thrombectomy electric suction pump, single-use",""
"10431","Electromagnetic blood flowmeter",""
"64499","Vascular anastomosis coupling kit, single-use",""
"61382","Vascular anastomosis coupler, Doppler",""
"61239","Vascular anastomosis coupling kit, reusable",""
"61238","Vascular anastomosis coupling approximator",""
"61240","Vascular anastomosis coupling sizer",""
"18137","Vascular anastomosis coupler, basic",""
"63705","Intraocular scissors probe-tip, single-use",""
"52856","Glucose/haemoglobin (Hb) IVD, control",""
"56919","Multiple CD cell marker IVD, control",""
"60395","Ossicular prosthesis introducer handpiece",""
"60396","Ossicular prosthesis introducer tip",""
"45629","Electrocautery system, battery-powered",""
"46201","Pulse Co-oximeter",""
"56025","Coagulation factor VIII IVD, reagent",""
"56249","Coagulation factor IX IVD, kit, chromogenic",""
"56022","Coagulation factor VIII IVD, kit, chromogenic",""
"56171","Coagulation factor VIII inhibitor IVD, control",""
"56172","Coagulation factor VIII inhibitor IVD, reagent",""
"56203","Lupus anticoagulant marker IVD, reagent",""
"56073","Coagulation factor prekallikrein/kallikrein IVD, reagent",""
"56047","Coagulation factor XII IVD, reagent",""
"56042","Coagulation factor XI IVD, reagent",""
"56037","Coagulation factor X IVD, reagent",""
"56250","Coagulation factor IX IVD, reagent",""
"56247","Coagulation factor VII IVD, reagent",""
"56013","Coagulation factor V IVD, reagent",""
"56003","Coagulation factor II (prothrombin) IVD, reagent",""
"55985","Prothrombin time (PT) IVD, control",""
"45787","Activated partial thromboplastin time (APTT) IVD, control",""
"34317","X-ray intensifying screen",""
"66669","Radiological inflatable compression paddle",""
"43851","Gravity-convection laboratory oven",""
"65161","Instrument tray, single-use",""
"47743","Bone graft packing block",""
"47888","Portable sequential venous compression system",""
"36557","Foot bath",""
"63223","Orthodontic power arm",""
"38779","Dental soldering alloy",""
"63028","Skin biopsy blade",""
"65046","Endoscope dryer",""
"64671","Sterilizer/disinfector rack instrument-holding insert, single-use",""
"61921","Motile sperm concentration IVD, kit, rapid colorimetric, self-testing",""
"32930","Microtome freezing attachment IVD",""
"46095","Fistula needle, reprocessed",""
"38440","Paranasal sinus trephine",""
"11261","Pulmonary dilator",""
"42797","Incontinence penis clamp, reusable",""
"46599","Pylorus clamp",""
"46950","Scalp clip forceps",""
"47077","Surgical scrub brush, single-use",""
"65091","Bone-conduction hearing aid, head-worn",""
"41657","Alkaline phosphatase (ALP) isoenzyme IVD, calibrator",""
"56081","von Willebrand factor: ristocetin cofactor complex activity (vWF:RCO) IVD, reagent",""
"54012","Troponin I IVD, control",""
"61926","Mycophenolate therapeutic drug monitoring IVD, kit, nephelometry/turbidimetry",""
"52903","Multiple clinical chemistry enzyme IVD, calibrator",""
"55330","Digitoxin therapeutic drug monitoring IVD, calibrator",""
"61903","Digitoxin therapeutic drug monitoring IVD, kit, enzyme immunoassay (EIA)",""
