code,description,relatedEmdnCodes
55854,"Full blood count IVD, kit, cell count",
35586,Hand rail,
36553,"Patient monitoring system module, multifunction",
17506,Gel warmer,
47770,"Anaesthesia unit, wall-mounted",
17115,Noninvasive device battery charger,
36554,"Patient monitoring system module, pulse oximetry",
36585,"Patient monitoring system module, printing",
36757,Patient monitoring system module rack,
45552,"Patient monitoring system module, intracranial pressure",
36552,"Patient monitoring system module, carbon dioxide",
36550,"Patient monitoring system module, blood pressure, invasive",
36561,"Patient monitoring system module, cardiac output",
37323,"Patient monitoring system module, electroencephalographic",
37061,"Patient monitoring system module, multiple-gas",
12103,Impedance cardiograph,
52867,"Multiple electrolyte IVD, calibrator",
36890,Isoflurane anaesthesia vaporizer,
36980,Sevoflurane anaesthesia vaporizer,
35476,Haematological cell analyser IVD,
55864,"Non-blood cell primer/calibrator/control material IVD, reagent",
55865,"Full blood count IVD, calibrator",
55866,"Full blood count IVD, control",
61435,Intracranial/compartmental-pressure monitor calibrator/cable,
59240,Chloride (Cl-) electrode IVD,
59248,Potassium (K+) electrode IVD,
59249,Sodium (Na+) electrode IVD,
59241,Reference electrode IVD,
45554,"Patient monitoring system module, respiratory",
66245,"Dental surgical power tool motorized handpiece/set, electric",
36047,Ultrasonic dental scaling/debridement system,
45406,Dental abrasive air jet system handpiece,
16355,Endodontic apex locator,
35775,Dental/surgical polymerization lamp,
37607,"Diagnostic x-ray system generator, hand-held",
45403,Dental abrasive air jet system,
66227,"Dental surgical power tool motor, electric",
60930,"Dental delivery system instrument unit, electric",
44859,Gutta-percha injector,
47010,Dental ultrasonic surgical system,
44905,"Dental digital imaging sensor, intraoral",
46035,"Ultrasonic dental scaling/debridement system handpiece tip, endodontic",
47015,Dental ultrasonic surgical system handpiece tip,
44908,"Ultrasonic dental scaling/debridement system handpiece tip, periodontal",
44907,Ultrasonic dental scaling/debridement system handpiece,
47014,Dental ultrasonic surgical system handpiece,
45257,Dental computed radiography digital imaging scanner,
35970,Dental irrigation/aspiration syringe,
63641,Alternating-pressure bed mattress,
64779,"Face splash shield, reusable",
10960,Colposcope,
38470,Centralized patient monitor,
17895,Cardiopulmonary stress exercise trolley,
61956,Obstetrical monitoring/analysis software,
41679,"Breathing circuit condensate trap, single-use",
37258,Tocodynamometer probe,
36970,Noninvasive vascular ultrasound system probe,
60635,Electrocardiographic electrode connector,
52859,"Multiple blood gas/haemoximetry/electrolyte analyte IVD, calibrator",
54498,"Multiple blood gas analyte IVD, kit, ion-selective electrode (ISE)",
52860,"Multiple blood gas/haemoximetry/electrolyte analyte IVD, control",
41875,"Electric-motor-driven wheelchair, occupant-controlled",
60837,"Microbial medical gas filter, single-use",
46816,Heat/moisture exchanger/microbial medical gas filter,
56736,"Air-conduction hearing aid, receiver-in-the-ear",
10234,Rotating pneumatic tourniquet system,
37047,"Arm procedure positioner, reusable",
35375,Stopcock,
35871,Denture cleanser,
11170,Denture cushion,
60408,Dental caries detecting stain,
46128,Karaya denture adhesive,
46124,"Karaya/acacia denture adhesive, high sodium borate",
14034,"Continuous electronic patient thermometer, battery-powered",
34175,"Acupuncture needle, single-use",
57960,"Multiple physiological parameter spot-check system, clinical",
35372,Analgesic transcutaneous electrical nerve stimulation system,
33819,"Total human chorionic gonadotropin IVD, kit, rapid ICT, clinical",
46573,Physical therapy transcutaneous neuromuscular electrical stimulation system,
46647,"Orthopaedic fixation plate, non-bioabsorbable",
38152,Tibia intramedullary nail,
66947,Orthopaedic bone screw (non-sliding),
58959,Pin-sleeve orthopaedic bone screw,
46139,Bone nail end-cap,
55895,"Haemoglobin E (HbE) IVD , control",
63720,"Manual endodontic file/rasp, single-use",
65454,"SARS-CoV-2 antigen IVD, kit, rapid ICT, self-testing",
38161,Metallic spinal interbody fusion cage,
38777,Endodontic paper point,
31872,Natural gutta-percha,
16187,"Dental appliance fabrication material, ceramic",
44727,Dental porcelain/ceramic restoration kit,
62110,Dental prosthesis dye,
12304,Oral lavage system,
13369,"Skin treatment/dressing-supportive limb/finger bandage, single-use",
44047,"First aid kit, non-medicated, single-use",
36066,"Cardiopulmonary resuscitation mask, reusable",
17184,"Peripheral angioplasty balloon catheter, basic",
34782,Dentine bonding agent/set,
40529,"Rotary/reciprocating endodontic file/rasp, reusable",
45019,Submucosal injection needle,
38835,"Surgical instrument/endoscope cleaning utensil, single-use",
34878,"Surgical instrument/endoscope cleaning utensil, reusable",
44039,"First aid kit, medicated",
10284,"Pressure bandage, non-latex, single-use",
61223,"Pressure bandage, non-latex, reusable",
47771,"Scar-management dressing, single-use",
46807,Head-worn lamp,
32692,"Surgical binoculars, reusable",
63669,Intraoral optical scanning system,
44606,"Hand-held intraoral dental x-ray system, digital",
37704,"Anaesthesia breathing circuit, single-use",
38000,"Nylon suture, non-bioabsorbable, monofilament",
13910,Silk suture,
17471,"Polyester suture, bioabsorbable, multifilament, non-antimicrobial",
13909,"Polyolefin/fluoropolymer suture, monofilament",
13906,"Polyester suture, non-bioabsorbable, multifilament",
16584,"Polyester suture, bioabsorbable, monofilament, non-antimicrobial",
35310,Orthodontic retainer,
63550,"Rotary/reciprocating endodontic file/rasp, single-use",
46581,"Orthodontic bracket, metal",
31797,Orthodontic spring,
41397,Orthodontic archwire,
61228,External cuff/pad connection tubing,
17230,"Tourniquet cuff, reusable",
36087,"Pulse oximeter probe, reprocessed",
42327,Anaesthesia workstation common gas outlet,
63118,Multi-purpose invasive/noninvasive electrode kit,
16204,Orthodontic wire,
38711,"Flexible endoscopic biopsy forceps, single-use",
45712,"Gastrointestinal/biliary dilation balloon catheter, non-medicated",
16704,Glass ionomer dental cement,
36153,Dental etching solution,
16176,Body exhaust system,
34489,Pneumatic massager,
60924,"Hand-held ultrasound imaging system, body-surface",
38477,"Breast pump, manual",
38478,"Breast pump, electric",
58059,"Plant polysaccharide haemostatic agent, non-bioabsorbable, non-antimicrobial",
44970,"Exudate-absorbent dressing, non-gel, non-antimicrobial",
46854,"Wound-nonadherent dressing, absorbent, non-antimicrobial",
43186,"Exudate-absorbent dressing, hydrophilic-gel, non-antimicrobial",
67091,Home-use laser epilator,
58786,Dermatological diode laser system,
16156,Aneroid manual sphygmomanometer,
38832,Hand-held examination/treatment light,
11950,"Percussion hammer, manual, reusable",
34864,Adhesive bandage,
43000,"First aid kit, non-medicated, reusable",
47157,Neural-tissue balloon catheter,
62537,"Glucose monitoring system IVD, home-use",
46651,"Spinal bone screw, non-bioabsorbable",
60762,Polymeric spinal interbody fusion cage,
65115,Bone-screw internal spinal fixation system hook,
59870,"Open-surgery manual linear cutting stapler, single-use",
59873,"Open-surgery manual linear stapler, single-use",
59871,"Endoscopic manual linear cutting stapler, single-use",
62645,"Glucose analyser IVD, home-use",
53303,"Glucose IVD, kit, electrometry",
32297,"Surgical cap, single-use",
61869,"Open-surgery electrosurgical handpiece/electrode, monopolar, single-use",
56296,"Open-surgery electrosurgical handpiece/electrode, bipolar, single-use",
61874,"Open-surgery electrosurgical electrode, monopolar, single-use",
61875,"Endoscopic electrosurgical electrode, monopolar, single-use",
47848,"Open-surgery electrosurgical handpiece/electrode, bipolar, reusable",
60793,"Surgical irrigation/aspiration handpiece, single-use",
45253,Orthopaedic cement preparation/delivery kit,
47129,Balloon kyphoplasty kit,
58031,Bone access channel kit,
47021,Inflatable bone tamp,
47997,Bone grafting cannula,
60748,"Periodontal disease-associated bacteria/genetic risk factor IVD, kit, nucleic acid technique (NAT)",
60478,Bone access cannula,
61630,Haemodialysis/central venous catheterization kit,
60879,Haemodialysis catheterization kit,
32031,"Indwelling urethral catheterization kit, adult",
10729,Centrally-inserted central venous catheter,
61594,"Central venous catheterization kit, short-term",
60862,Natural conception assistance kit,
54255,"Luteinizing hormone (LH) IVD, kit, rapid ICT, clinical",
65841,"Follicle stimulating hormone (FSH) IVD, kit, rapid ICT, self-testing",
37606,"Diagnostic x-ray system generator, portable",
37643,"Portable basic diagnostic x-ray system, digital",
38128,"Vascular dilator, single-use",
17927,Intravascular extraction catheter-snare,
45419,Cardiac occluder delivery kit,
43239,Cardiac arrhythmia monitoring system,
10688,"Angiographic catheter, single-use",
47176,"Vinyl examination/treatment glove, non-powdered",
40749,"MRI system coil, radio-frequency",
45036,"Laryngeal mask airway, single-use",
35530,"Heat/moisture exchanger, single-use",
47378,"Skin-cover adhesive strip, antimicrobial",
35091,"Surgical gown, single-use",
41512,"Push-rim manual wheelchair, non-bariatric",
58301,"Synthetic polymer semi-permeable film dressing, adhesive",
12750,"Spring-loaded pneumoperitoneum needle, single-use",
65116,Bone-screw internal spinal fixation system rod,
65114,Bone-screw internal spinal fixation system connector,
43774,"Human chorionic gonadotropin alpha-subunit IVD, calibrator",
46994,"Multiple drugs of abuse IVD, kit, rapid ICT, clinical",
41209,"Air-conduction hearing aid, canal",
60272,"Hearing aid neck induction loop, wireless input",
62552,Ostomy bag protector,
64155,"Cotinine IVD, kit, rapid ICT, clinical",
30519,"Cannabinoid/cannabinoid metabolite IVD, kit, rapid ICT, clinical",
64153,"Fentanyl IVD, kit, rapid ICT, clinical",
33873,Skin-closing tension device,
44898,"Scar-management dressing, reusable",
11531,Endometrial biopsy kit,
53462,"Triglyceride IVD, reagent",
53362,"Total cholesterol lipid IVD, reagent",
56682,Ion-selective analyser IVD,
37926,Electronic pipette,
36785,General-purpose thermostat,
36465,General-purpose centrifuge IVD,
60736,Nucleic acid sample preparation instrument IVD,
56691,Erthrocyte sedimentation rate (ESR) analyser IVD,
57862,"Microplate reader IVD, automated/semi-automated",
17489,Microplate washer IVD,
38727,"General-purpose surgical scissors, reusable",
11305,"Closed-wound drain, non-bioabsorbable",
16779,"Suction/irrigation tubing, single-use",
61503,Nephrostomy catheter introduction needle,
62244,"Urodynamic manometric catheter, non-electronic",
34926,Ureteral catheter,
41893,Medical device service rail clamp,
37142,"Endoscopic-access dilator, reusable",
34923,"Suction system catheter, general-purpose",
35561,"Specimen container mailer, non-insulated",
40915,Stationary x-ray grid,
37413,Orthodontic ligature director,
60734,"Needle guide, reusable",
61502,Vascular catheter introduction needle,
47657,"Tracheostomy tube, reinforced, non-customized, single-use",
34930,Single-administration urethral drainage/irrigation catheter,
35529,Invasive blood pressure monitoring tubing set,
58704,Radial artery compression device,
35925,"Tourniquet cuff, single-use",
37329,Electric pad whole-body heating system,
35156,Percutaneous radio-frequency ablation system generator,
58836,Irreversible electroporation system,
47179,"Hevea-latex surgical glove, powdered",
47178,"Hevea-latex surgical glove, non-powdered, non-antimicrobial",
47172,"Hevea-latex examination/treatment glove, non-powdered, non-antimicrobial",
60738,"Endoscopic insufflation tubing set, single-use",
34143,"Endoscopic bite block, basic, single-use",
60760,Endoscope channel support kit,
64018,Instrument hygienic-transportation bag,
60796,General-body orifice lubricant,
61965,Medical device cleaning sponge/set,
46678,Flexible endoscopic biopsy handpiece/needle,
65702,"Endoscope transport/sterilization protective cover, single-use",
46102,"Surgical irrigation tubing set, single-use",
38825,"General-purpose endoscopic needle, single-use",
38821,"Endoscopic-access dilator, single-use",
46691,"Gastro-urological guidewire, single-use",
46822,Carbon dioxide sensor/cable,
17942,Cerebral oximeter,
45138,"Basic male condom, Hevea-latex",
62194,Electric pad localized-body heating system,
46323,Ear canal lavage system,
36560,Hand-held electric massager,
12740,"Dental syringe needle, single-use",
58497,"Blood collection set, invasive",
65416,"Basic intravenous administration set, invasive",
31817,Basic manual toothbrush,
42463,Circulating-fluid localized thermal therapy system control unit,
58288,"Dental appliance fabrication material, thermoplastic",
62538,"Glucose monitoring system IVD, point-of-care",
62646,"Glucose analyser IVD, point-of-care",
53313,"Glycated haemoglobin (HbA1c) IVD, kit, liquid chromatography",
53315,"Glycated haemoglobin (HbA1c) IVD, calibrator",
44435,"Glycated haemoglobin (HbA1c) IVD, control",
44407,High performance liquid chromatography analyser column IVD,
35968,Glycated haemoglobin (HbA1C) analyser IVD,
62206,"Glycated haemoglobin (HbA1c) monitoring system IVD, point-of-care",
63759,"Insulin-like growth factor binding protein 1 (IGFBP-1) IVD, kit, enzyme immunoassay (EIA)",
57272,"Haemoglobin detection IVD, control",
57273,"Haemoglobin detection IVD, reagent",
62221,"Uric acid monitoring system IVD, home-use",
62643,"Multiple clinical chemistry analyte monitoring system IVD, home-use",
59230,"Hypodermic needle, single-use",
10691,Vascular microcatheter,
44088,"Coronary angioplasty balloon catheter, cutting/scoring",
16668,"Carbide dental bur, reusable",
45236,Temporary dental crown/bridge resin,
47474,"Exudate-absorbent dressing, hydrophilic-gel, antimicrobial",
12873,Stationary oxygen concentrator,
62641,"Electrocardiograph, home-use",
36866,Pulse oximeter tester,
47489,"Manual-inflation electronic sphygmomanometer, portable",
48041,"Multiple physiological parameter spot-check system, home-use",
43315,Surgical hood,
47890,Disposable surgical irrigation/aspiration system,
46680,"Oesophageal endoscopic ligator, single-use",
16835,"Soft-tissue biopsy procedure kit, non-medicated",
38719,"Polypectomy endoscopic ligator, single-use",
61207,"Gastrointestinal endoscopic clip, short-term",
62042,"Nebulizing system delivery set, reusable",
13680,"Diagnostic spirometer, professional",
17827,Bronchial balloon catheter,
17453,Cardiac valvuloplasty catheter,
36612,"Image display unit, colour",
36615,"Image display unit, monochrome",
35209,Non-fixed blood collection needle,
64821,"Public face mask, single-use",
35065,Prescription spectacles,
39694,Tinted non-prescription spectacles,
37796,Foetal/maternal prenatal monitor,
43630,Polymer-metal tracheal/bronchial stent,
61751,Polymer-metal oesophageal stent,
64055,"Flexible video choledochoscope, single-use",
60963,"Flexible video bronchoscope, single-use",
47490,Coronary optical coherence tomography system,
63532,Endoluminal self-retaining endoscopic retractor,
61378,Endoscopic guidewire holder,
60785,Injectable charcoal tattoo marker,
46701,"Endoscopic measuring device, viewed-object, single-use",
61511,"Endoscopic spray catheter, single-use",
61950,Endoscopy preparation kit,
17828,Tissue marking ink,
60911,Colonoscope distal anchoring cuff,
35886,"Body aspiration needle, single-use",
38834,"Flexible endoscopic cytology brush, single-use",
46228,"Rigid endoscopic biopsy forceps, single-use",
10403,Ultrasound aspiration biopsy procedure kit,
46878,Haemorrhoid ligation set,
62109,Endoscopic gastrointestinal stenosis dilator,
10696,Biliary drain,
46452,"Biliary/urinary stone retrieval basket, single-use",
62817,"Dental appliance fabrication material, combination-material",
44901,Dental torque wrench,
16730,"Dental appliance fabrication material, resin",
35035,"Electrocardiographic electrode, single-use",
57034,"CD117 (c-kit) cell marker IVD, antibody",
57210,"Estrogen (oestrogen)/progesterone receptor IVD, antibody",
57534,"Progesterone receptor IVD, antibody",
57047,"Human epidermal growth factor receptor 2 (HER2) protein IVD, antibody",
66240,"CD223 cell marker IVD, antibody",
56954,"CD20 cell marker IVD, antibody",
57700,"Villin IVD, antibody",
65217,"Mouse double minute 2 (MDM2) protein IVD, antibody",
57656,"Thyroglobulin IVD, antibody",
57767,"Immunohistochemistry antibody detection IVD, kit, enzyme immunohistochemistry",
56791,"Anaplastic lymphoma kinase IVD, antibody",
57169,"D2-40 antigen IVD, antibody",
56928,"CD4 cell marker IVD, antibody",
57423,"MLH1 antigen IVD, antibody",
63782,"Claudin protein IVD, antibody",
63752,"Glypican-3 IVD, antibody",
64957,"p40 protein IVD, antibody",
63900,"Sal-like protein 4 (SALL4) IVD, antibody",
57079,"Cytokeratin IVD, antibody",
60649,"S100 protein IVD, antibody",
57010,"CD68 cell marker IVD, antibody",
57018,"CD79a cell marker IVD, antibody",
57333,"Homeobox protein CDX-2 IVD, antibody",
56796,"Androgen receptor IVD, antibody",
56911,"Beta-catenin IVD, antibody",
57438,"Mucin IVD, antibody",
56974,"CD34 cell marker IVD, antibody",
65123,"Trophoblast antigen 2 (TROP2) IVD, antibody",
63831,"Tropomyosin receptor kinase (TRK) protein IVD, antibody",
63954,"Signal transducer and activator of transcription (STAT) protein IVD, antibody",
63889,"SOXE protein IVD, antibody",
56976,"CD35 follicular dendritic reticulum cell marker IVD, antibody",
56934,"CD7 cell marker IVD, antibody",
56956,"CD21 cell marker IVD, antibody",
56960,"CD23 cell marker IVD, antibody",
62768,"ETS-related gene (ERG) protein IVD, antibody",
62843,"Delta-catenin IVD, antibody",
62860,"CD207 cell marker IVD, antibody",
57255,"Gross cystic disease fluid protein-15 IVD, antibody",
57275,"Hepatocyte specific antigen IVD, antibody",
56936,"CD8 cell marker IVD, antibody",
66965,"O-6-methylguanine-DNA-methyltransferase (MGMT) IVD, antibody",
57658,"Thyroid peroxidase (TPO) IVD, antibody",
63794,"Paired box protein (PAX) IVD, antibody",
56998,"CD56 neural cell adhesion molecule-1 (NCAM-1) IVD, antibody",
57052,"Chromogranin A IVD, antibody",
57510,"p504s protein IVD, antibody",
57393,"Melan-A/MART-1 peptide IVD, antibody",
57224,"Follicle stimulating hormone (FSH) IVD, antibody",
56922,"CD1a cell marker IVD, antibody",
56759,"Human placental alkaline phosphatase (hPLAP) IVD, antibody",
57591,"Smooth muscle myosin IVD, antibody",
57670,"Topoisomerase IIa IVD, antibody",
57459,"Myogenin IVD, antibody",
57338,"Ki67 antigen IVD, antibody",
63745,"Hepatitis B virus surface antigen IVD, antibody",
66808,"T-box transcription factor 19 (TBX19) protein IVD, antibody",
57327,"Inhibin A IVD, antibody",
57581,"Smooth muscle actin IVD, antibody",
65321,"Succinate dehydrogenase B (SDHB) IVD, antibody",
57548,"Prostate-specific membrane antigen (PSMA) IVD, antibody",
57536,"Prolactin IVD, antibody",
57440,"MUM1 transcription factor IVD, antibody",
57303,"Human growth hormone (HGH) IVD, antibody",
57663,"Thyroid stimulating hormone (TSH) IVD, antibody",
56895,"Carcinoembryonic antigen (CEA) IVD, antibody",
56978,"CD38 cell marker IVD, antibody",
66425,"VISTA protein IVD, antibody",
66572,"Indoleamine 2,3-dioxygenase 1 (IDO1) IVD, antibody",
62812,"Oct-3/4 IVD, antibody",
57445,"Muscle-specific alpha/gamma actin IVD, antibody",
62796,"CD163 cell marker IVD, antibody",
56924,"CD2 T-cell marker IVD, antibody",
65252,"Alpha thalassemia/mental retardation syndrome X-linked (ATRX) IVD, antibody",
57457,"Leukocyte myeloperoxidase (MPO) IVD, antibody",
62797,"Anoctamin-1 (ANO1) IVD, antibody",
63258,"Epithelial cell adhesion molecule (EpCAM) IVD, antibody",
57626,"Synaptophysin IVD, antibody",
56877,"Calponin protein IVD, antibody",
