"code","description","relatedEmdnCodes"
"35749","Analytical scalp lead",""
"41536","External limb prosthesis socket liner",""
"65389","Fluid specimen concentration filter IVD",""
"15752","Infant heat shield",""
"17131","Orthopaedic surgery tissue debris collector, single-use",""
"32853","Orthopaedic joint/limb rongeur",""
"61533","Interspinous spinal fixation implant",""
"58808","Sacroiliac joint transarticular fixation/arthrodesis implant, coated",""
"62474","Dental prosthesis priming agent",""
"63626","Dental prosthesis-component adhesive",""
"46350","Bone marrow biopsy needle, single-use",""
"36107","Liposuction system cannula, single-use",""
"45414","Liposuction system cannula, reusable",""
"37434","Dental suction system cannula, single-use",""
"34791","Root canal obturating point",""
"40624","Multi-modality therapeutic radiation phantom, anthropomorphic",""
"17421","Hyperhidrosis iontophoresis system",""
"38577","Bar dental precision attachment",""
"35170","Dental mandrel",""
"38580","Sliding dental precision attachment",""
"45650","Root canal post kit",""
"46307","Dental anchor",""
"38603","Resilient dental precision attachment",""
"45240","Interproximal/occlusal dental gauge, single-use",""
"38609","Root canal post, preformed",""
"47038","Faecal incontinence collector, catheterization",""
"62477","Dental composite resin kit",""
"34771","Dental unfilled resin sealant/coating",""
"33995","Dental caries detector, optical induced fluorescence",""
"66247","Dental power tool handpiece motorless component",""
"44087","Radiology information system application software",""
"11168","Dentifrice",""
"35700","Facebow",""
"10522","Podiatric bur, reusable",""
"31833","Dental abrasive point, reusable",""
"46940","Dental polishing brush",""
"46387","Ultraviolet tanning device",""
"58270","Vibration platform exerciser, stationary",""
"38563","Brain biopsy procedure kit",""
"36081","Nerve-function monitor",""
"61070","Electromyographic endotracheal tube",""
"35001","Multi-parameter device tester",""
"38385","Diagnostic x-ray system quality assurance device",""
"60473","Radio-frequency identification patient positioning/tracking system application software",""
"46942","Preformed vocal cord medialization implant",""
"18074","Eyelid weight, implantable",""
"31934","Middle ear moulding",""
"35690","Ossicular prosthesis, partial",""
"35674","Ossicular prosthesis, total",""
"16658","Dental impression material adhesive",""
"16710","Zinc phosphate dental cement",""
"58077","Medical device cleaning/disinfection wipe",""
"44974","Earmould impression material",""
"16189","Dental casting wax",""
"42879","Denture clasp, metal, custom-made",""
"62199","Calcium hydroxide dental cement",""
"58502","Pliable-polymer dental regeneration membrane, bioabsorbable, ligated",""
"44881","Dental implant suprastructure kit",""
"55848","Screw endosteal dental implant, one-piece",""
"58937","Orthodontic bracket, ceramic",""
"62086","Self-ligating orthodontic bracket open/close tool",""
"38522","Mechanical pipette",""
"43344","Tissue culture/microbiology petri dish, single-use",""
"57925","General specimen microscopy slide IVD, single-use",""
"44886","Dental osteotome set",""
"41011","Darkroom automated x-ray film processor",""
"36719","Electrocardiographic signal amplifier",""
"61227","Invasive vascular ultrasound system",""
"37633","Stationary uro-gynaecological fluoroscopic x-ray system, digital",""
"18417","Spark-gap lithotripsy system",""
"59043","Dermatological extracorporeal shock wave therapy system",""
"40969","Nuclear medicine system operator console, multi-purpose",""
"45081","Synthetic gutta-percha",""
"40864","Brachytherapy system application software",""
"32288","Surgical camera holder",""
"62389","Wound irrigation cannula",""
"35224","External pacemaker, epicardial pacing",""
"17496","Impedance cardiac output unit",""
"36170","General/multiple surgical solid-state laser system",""
"59010","Methylated DNA IVD, kit, nucleic acid technique (NAT)",""
"43126","Assistive keyboard aid",""
"47526","Mandible-repositioning sleep-disordered breathing orthosis",""
"60091","Nucleic acid amplification mastermix kit IVD",""
"61305","Assay adhesive sealing/fixation film IVD",""
"60764","Multiple respiratory disease-associated bacteria/antimicrobial resistance nucleic acid IVD, kit, nucleic acid technique",""
"60092","DNA amplification enzyme reagent IVD",""
"61302","Laboratory instrument/analyser control unit IVD",""
"52885","Osmolality IVD, calibrator",""
"59739","Skin photodynamic therapy lamp",""
"15281","Surgical scrub sponge",""
"48170","Gelatin haemostatic agent",""
"61610","Fundus-imaging ophthalmic diode laser system",""
"59960","Cerebrospinal fluid pressure regulation system sensor/tubing set",""
"59958","Cerebrospinal fluid pressure regulation system, peristaltic pump",""
"59959","Cerebrospinal fluid pressure regulation system control unit/pump",""
"56301","Vertebral bone biopsy needle",""
"60477","Bone biopsy needle",""
"33015","Standard treadmill, powered",""
"12692","Myograph",""
"62766","Isocitrate dehydrogenase 2 (IDH2) gene mutation IVD, control",""
"13501","Rectal scissors",""
"64092","Endoscopic electrosurgical biopsy/resection cap trial",""
"61455","Endoscopic electrosurgical full-thickness tissue biopsy/resection set",""
"61183","Gastrointestinal endoscopic clip cutter",""
"46388","General-purpose cytology brush",""
"61184","Gastrointestinal endoscopic clip cutter generator",""
"59874","Endoscopic manual linear stapler",""
"34856","Rigid optical arthroscope, reusable",""
"35732","Rigid endoscopic biopsy forceps, reusable",""
"32684","Endoscopic electrosurgical handpiece/electrode, bipolar, reusable",""
"46421","Rigid endoscopic scissors, reusable",""
"37840","Cartilage knife",""
"37532","Centrifuge rotor, fixed angle",""
"60909","Sterilization container filter, single-use",""
"61927","Multi-modality clinical specimen analysis system IVD",""
"61569","External ocular measurement camera",""
"64853","Synthetic wound matrix dressing",""
"35353","Monitoring spirometer, electrical",""
"47501","Stromal vascular fraction recovery set",""
"56639","Collection syringe adaptor, single-use",""
"62060","Suction system bottle/canister sealing set",""
"63192","Long bone distraction intramedullary nail receiver",""
"63191","Long bone distraction intramedullary nail, motorized",""
"43538","Distraction implant adjustment remote control",""
"47901","Bone nail trial, reusable",""
"63074","Orthopaedic x-ray reference grid",""
"63105","Orthopaedic instrument extractor",""
"36965","Gastric pH ambulatory recorder",""
"58357","Gastrointestinal telemetric monitoring system",""
"55996","Multiple coagulation factor IVD, kit, clotting",""
"30595","Multiple coagulation factor IVD, reagent",""
"11480","Electrooculograph",""
"11482","Electroretinograph",""
"54313","Procalcitonin (PCT) IVD, kit, fluorescent immunoassay",""
"61084","Soluble vascular endothelial growth factor receptor 1 (sVEGFR-1) IVD, control",""
"61083","Soluble vascular endothelial growth factor receptor 1 (sVEGFR-1) IVD, calibrator",""
"56615","Placental growth factor (PLGF) IVD, control",""
"56614","Placental growth factor (PLGF) IVD, calibrator",""
"54610","Chromogranin A IVD, control",""
"54609","Chromogranin A IVD, calibrator",""
"56619","Placental growth factor (PLGF) IVD, kit, fluorescent immunoassay",""
"61185","Soluble vascular endothelial growth factor receptor 1 (sVEGFR-1) IVD, kit, fluorescent immunoassay",""
"60603","Chromogranin A IVD, kit, fluorescent immunoassay",""
"54374","Thyroglobulin IVD, kit, radioimmunoassay",""
"62473","Mutated citrullinated vimentin (MCV) antibody IVD, kit, enzyme immunoassay (EIA)",""
"54870","Anticardiolipin antibody IVD, kit, enzyme immunoassay (EIA)",""
"55165","U1-RNP antibody IVD, kit, enzyme immunoassay (EIA)",""
"54828","Multiple extractable nuclear antigen (ENA) IVD, kit, enzyme immunoassay (EIA)",""
"55203","Thyroid peroxidase antibody (anti-TPO/microsomal antibody) IVD, kit, enzyme immunoassay (EIA)",""
"60341","General/multiple surgical diode laser system",""
"62600","General/multiple surgical laser system beam guide, single-use",""
"61474","General/multiple surgical laser system beam guide, reusable",""
"47146","ENT chair, electric",""
"11585","ENT examination/treatment system",""
"40646","Hand-held-detector nuclear medicine system",""
"65921","Faecal specimen collection kit IVD, clinical",""
"53142","Pancreatic elastase (PE) IVD, kit, enzyme immunoassay (EIA)",""
"61531","Lumbar decompression interspinous spacer",""
"56732","Intracardiac circulatory assist axial-pump catheter",""
"46059","Orthopaedic cement, antimicrobial",""
"63524","Knee revision prosthesis trial",""
"33982","Orthopaedic cement spacer",""
"61468","Manual orthopaedic cement mixer, single-use",""
"35809","Orthopaedic cement dispenser",""
"63525","Hip revision prosthesis trial",""
"10847","External ventricular circulatory assist system",""
"58340","Rib/rib cage internal fixation/bracing system bracing bar",""
"58339","Rib/rib cage internal fixation/bracing system fixation grip/anchor",""
"58343","Rib/rib cage internal fixation/bracing system bending pliers",""
"58341","Rib/rib cage internal fixation/bracing system crimping pliers",""
"34017","Sternal fixation device",""
"58344","Tunnelling forceps",""
"58342","Rib/rib cage internal fixation/bracing system cutting pliers",""
"35797","Orthopaedic cerclage applier",""
"35722","Block-monitoring peripheral nerve electrical stimulation system",""
"61161","MRI-patient physiologic monitoring system",""
"13116","Electronic thermometer probe cover",""
"58847","Alternating electric field antimitotic cancer treatment system generator",""
"32302","Inflatable extremity splint",""
"66444","Lower-limb orthosis ankle/foot component, mechanical-resistance",""
"65660","Finger/toe buddy strap",""
"46668","Blood storage solution, multi-purpose",""
"31822","Dental surgical scissors",""
"38171","5-Hydroxyindoleacetic acid (5HIAA) IVD, calibrator",""
"45713","Periotome, reusable",""
"64422","Dental prosthesis removal instrument",""
"62446","Haemodialysis system chlorine monitor",""
"64337","Bone-coring punch, reusable",""
"37821","Craniofacial calliper",""
"11792","Sterilizer transfer forceps",""
"37825","Antimicrobial orthopaedic bone pin/wire sleeve",""
"38812","Nail scissors, reusable",""
"64314","Dental elevator, sinus lift",""
"64373","Dental torque wrench adaptor",""
"62467","Surgical soft-tissue manipulation forceps, alligator, reusable",""
"18069","Needleless medication/vaccine injector, mechanical",""
"16460","Dental amalgam condenser, reusable",""
"17890","Endodontic filling material condenser",""
"35013","Periodontal file/rasp, manual",""
"64164","Gingival retraction cord packing tool",""
"64480","Dental implant/prosthesis handling forceps",""
"42338","Syndesmotome",""
"66374","Carbon dioxide low pressure hose",""
"14239","High-pressure medical gas hose",""
"44159","Oxygen/air/nitrous oxide breathing gas mixer",""
"56529","HLA class I antibody screening IVD, calibrator",""
"42468","Clamp manipulation forceps",""
"35328","Gynaecological scissors, reusable",""
"35541","Spinal rongeur",""
"35080","Rigid endoscopic tissue manipulation forceps, reusable",""
"61873","Endoscopic electrosurgical electrode, bipolar, reusable",""
"38367","Gonad radiation shield",""
"15677","Uterine elevator",""
"17633","Urethrotome",""
"46729","Tissue morcellation system",""
"14437","Reverse-osmosis water purification system",""
"40794","Tumour-therapy radio-frequency hyperthermia system applicator, intracorporeal",""
"40740","Medical-imaging cine projector",""
"61643","Microbial identification mass spectrometry system IVD",""
"61336","Mass spectrometry analysis specimen preparation kit IVD",""
"61954","Liquid chromatography/mass spectrometry analysis specimen preparation/processing reagent IVD",""
"61947","Brain-responsive electrical stimulation system",""
"12291","Rigid optical laparoscope",""
"60343","Gas volume reference standard",""
"36199","ENT soft-tissue cutting forceps",""
"10718","Eustachian catheter, single-use",""
"13495","Nasal scissors",""
"35047","ENT elevator",""
"12245","Ear knife",""
"45003","ENT suction dissector",""
"31020","Ear snare",""
"35107","Incus hook",""
"11334","Automatic cranial perforator, reusable",""
"35786","Corneal bur manual instrument",""
"33431","Laryngeal mirror, reusable",""
"38103","Nasal knife",""
"64011","General-purpose absorbent tip applicator/swab, reusable",""
"12846","Plastic surgery osteotome",""
"14066","Tongue depressor, surgical",""
"33449","Adenoid curette, reusable",""
"35296","Nasal file/rasp",""
"33404","Tympanostomy tube inserter, reusable",""
"33414","Ear scissors, reusable",""
"33395","Ear speculum, reusable",""
"35213","Middle ear malleus nipper",""
"13039","Middle ear pick",""
"32886","Wire holding/twisting forceps",""
"35330","Cytology scraper, reusable",""
"32261","General/plastic surgery mirror",""
"47525","Paranasal sinus curette",""
"16520","Tonsil scissors",""
"62726","Nasal septum straightening forceps",""
"65137","Vision corrective spectacles centration image analysis software",""
"45735","Corneal topography system application software",""
"13496","Neurosurgical scissors",""
"11507","Neurosurgical bone flap elevator",""
"63552","Surgical A/V-shaped microvessel clamp",""
"35343","Brain spatula",""
"17675","Vessel approximator",""
"10828","Nasal chisel",""
"17145","Rigid optical cystoscope",""
"43946","Rigid optical laryngopharyngoscope",""
"44929","Otoscope, endoscopic",""
"35316","Rigid optical rhinoscope",""
"37180","Rigid optical sinoscope",""
"37085","Rigid endoscope working guide",""
"35808","Stone/foreign-body extraction set",""
"15290","Rigid optical nephroscope",""
"37112","Rigid optical ureterorenoscope",""
"45181","Surgical retraction system, reusable",""
"61870","Open-surgery electrosurgical handpiece/electrode, monopolar, reusable",""
"13085","Polygraph",""
"47567","Polysomnography analyser",""
"62815","Gas/fluid regulator gasket",""
"63384","Surgical snare wire",""
"35295","Middle ear file/rasp",""
"35914","Nasal gouge",""
"66249","Rigid laryngoscope positioner",""
"46391","Metal/carbide ENT bur, reusable",""
"64240","Ear canal suction handle",""
"63854","Mouth gag support, reusable",""
"37084","Rigid endoscope telescope",""
"35915","Ear excavator",""
"47510","ENT wire crimper",""
"34174","ENT transilluminator",""
"62924","Surgical tissue compression device",""
"16616","Medicine bottle",""
"64292","Paranasal sinus irrigation/aspiration cannula",""
"65187","Ear canal irrigation tip",""
"63150","Pipette tip adaptor",""
"33466","ENT powder applicator",""
"38105","Laryngeal knife",""
"35139","Chisel/osteotome blade handle",""
"31264","Airway tube forceps, reusable",""
"45919","Tracheal trocar blade",""
"12255","Tonsil knife",""
"32357","Suturing needle, reusable",""
"13632","Tonsil snare",""
"10025","Adenotome",""
"35836","Adenotome blade, reusable",""
"33452","Tonsil dissector, reusable",""
"14070","Tonsillectome",""
"63414","Mouth gag cover",""
"33678","ENT trocar blade",""
"42379","Frontal sinus file/rasp",""
"42900","Nasal saw",""
"15676","Nasal snare, reusable",""
"43956","Temporal bone holder",""
"15828","Drying rack, non-dedicated",""
"63884","Surgical instrument protective cap",""
"33394","ENT wire-cutting scissors",""
"33416","Ear spoon",""
"63158","Diamond ENT bur, reusable",""
"16400","Middle ear chisel",""
"33429","ENT speculum holder",""
"38744","Rhinoscopic mirror",""
"32526","Tuning fork",""
"35346","Middle ear spatula",""
"35348","Self-retaining ear speculum",""
"42451","Eustachian catheter, reusable",""
"35025","Ear canal irrigation syringe",""
"65603","Clinical management support software IVD",""
"33936","Karyotyping cell-image analyser IVD",""
"16025","Eye spud",""
"45332","Nasopharyngeal medicine administration kit",""
"44149","Mastoid gouge",""
"61446","Cochlear electrode array introducer, reusable",""
"46976","Surgical mallet head",""
"45171","Dry medical towel/wipe, single-use",""
"35022","Ear bougie",""
"63645","Thoracic suction pump",""
"44380","ENT cabinet",""
"60705","Laser lithotripsy fibre/suction guide",""
"66786","Spinal shaver system blade",""
"62257","Orthopaedic coaxial injection applicator",""
"46768","Nerve/vessel retractor",""
"65538","Hand-held endoscopic retractor, reusable",""
"36224","Arthroscopic shaver system, electrically-powered",""
"32579","Spinal endoscopic-access system",""
"64192","Internal spinal fixation procedure kit, reusable",""
"37890","Lumbar decompression procedure kit",""
"61807","Bone-resection orthopaedic reamer, single-use",""
"36155","Inert gas-enhanced electrosurgical system generator",""
"45184","Ultrasonic surgical system flue",""
"42834","Vacuum hose",""
"47275","Plasma surgical system handpiece",""
"13538","Respiratory oxygen sensor",""
"60612","HVA/VMA/5HIAA IVD, reagent",""
"63823","Multiple biogenic amine neurotransmitter IVD, kit, liquid chromatography",""
"60606","HVA/VMA/5HIAA IVD, kit, liquid chromatography",""
"63824","Multiple biogenic amine neurotransmitter IVD, reagent",""
"61981","Multiple anticonvulsant therapeutic drug monitoring IVD, control",""
"61980","Multiple anticonvulsant therapeutic drug monitoring IVD, calibrator",""
"60441","Newborn metabolic screen/congenital disorder IVD, control",""
"60484","Multiple vitamin IVD, kit, liquid chromatography",""
"54434","Multiple vitamin IVD, reagent",""
"43724","Multiple steroid hormone IVD, control",""
"63851","Free cortisol/cortisone IVD, calibrator",""
"53211","Multiple amino acid IVD, control",""
"53210","Multiple amino acid IVD, calibrator",""
"64331","Multiple antifungal therapeutic drug monitoring IVD, control",""
"64329","Multiple antifungal therapeutic drug monitoring IVD, kit, liquid chromatography/mass spectrometry (LC/MS)",""
"54433","Multiple vitamin IVD, control",""
"54432","Multiple vitamin IVD, calibrator",""
"60617","Multiple biogenic amine neurotransmitter IVD, control",""
"65020","Multiple antipsychotic therapeutic drug monitoring IVD, control",""
"54459","Vitamin C (ascorbic acid) IVD, kit, liquid chromatography",""
"64333","Multiple antipsychotic therapeutic drug monitoring IVD, kit, liquid chromatography/mass spectrometry (LC/MS)",""
"55235","Multiple-therapy therapeutic drug monitoring IVD, control",""
"60611","HVA/VMA/5HIAA IVD, control",""
"53473","Methylmalonic acid (MMA) IVD, control",""
"62933","Multiple antidepressant therapeutic drug monitoring IVD, control",""
"60613","Multiple biogenic amine neurotransmitter IVD, calibrator",""
"60667","Ethyl glucuronide (EtG) IVD, control",""
"55817","Tricyclic antidepressant IVD, control",""
"55774","Organic solvent metabolite IVD, calibrator",""
"55775","Organic solvent metabolite IVD, control",""
"64332","Multiple antifungal therapeutic drug monitoring IVD, calibrator",""
"64201","Polycyclic aromatic hydrocarbon (PAH) metabolite IVD, calibrator",""
"55452","Mycophenolate therapeutic drug monitoring IVD, control",""
"64205","Malondialdehyde IVD, control",""
"64203","Malondialdehyde IVD, kit, liquid chromatography",""
"62066","Coenzyme Q10 (CoQ10) IVD, control",""
"65023","Glutathione IVD, control",""
"60456","Multiple immunosuppressant therapeutic drug monitoring IVD, control",""
"64375","Glutathione IVD, kit, liquid chromatography",""
"54462","Vitamin C (ascorbic acid) IVD, control",""
"62065","Coenzyme Q10 (CoQ10) IVD, calibrator",""
"54461","Vitamin C (ascorbic acid) IVD, calibrator",""
"55673","Levetiracetam therapeutic drug monitoring IVD, control",""
"55483","Amiodarone IVD, control",""
"61860","Tricyclic antidepressant therapeutic drug monitoring IVD, calibrator",""
"55451","Mycophenolate therapeutic drug monitoring IVD, calibrator",""
"41332","Vitamin B6 complex group IVD, control",""
"41331","Vitamin B6 complex group IVD, calibrator",""
"54437","Vitamin A IVD, calibrator",""
"54438","Vitamin A IVD, control",""
"55482","Amiodarone IVD, calibrator",""
"55672","Levetiracetam therapeutic drug monitoring IVD, calibrator",""
"60610","HVA/VMA/5HIAA IVD, calibrator",""
"42061","Total porphyrin (coproporphyrin/uroporphyrin) IVD, calibrator",""
"42062","Total porphyrin (coproporphyrin/uroporphyrin) IVD, control",""
"55455","Multiple therapeutic drugs/drugs of abuse IVD, calibrator",""
"62932","Multiple antidepressant therapeutic drug monitoring IVD, calibrator",""
"63892","Multiple biogenic amine neurotransmitter IVD, kit, liquid chromatography/mass spectrometry (LC/MS)",""
"42786","Multiple steroid hormone IVD, calibrator",""
"63929","HVA/VMA/5HIAA IVD, kit, liquid chromatography/mass spectrometry (LC/MS)",""
"60666","Ethyl glucuronide (EtG) IVD, calibrator",""
"54463","Vitamin C (ascorbic acid) IVD, reagent",""
"53472","Methylmalonic acid (MMA) IVD, calibrator",""
"61857","Benzodiazepine group therapeutic drug monitoring IVD, calibrator",""
"60455","Multiple immunosuppressant therapeutic drug monitoring IVD, calibrator",""
"53540","Total porphyrin (coproporphyrin/uroporphyrin) IVD, reagent",""
"53539","Total porphyrin (coproporphyrin/uroporphyrin) IVD, kit, liquid chromatography",""
"33307","Vitamin A IVD, reagent",""
"54436","Vitamin A IVD, kit, spectrophotometry",""
"15687","Microscope slide coverslip IVD",""
"15074","Rigid optical bronchoscope",""
"54808","Multiple antinuclear antibody (ANA) screening IVD, kit, fluorescent immunoassay",""
"55045","Native DNA antibody (anti-nDNA) IVD, kit, fluorescent immunoassay",""
"55061","Multiple anti-neutrophil cytoplasmic antibody (ANCA) IVD, kit, fluorescent immunoassay",""
"54812","Multiple Coeliac disease-associated antibody IVD, kit, enzyme immunoassay (EIA)",""
"54854","Multiple vasculitis-associated antibody IVD, kit, enzyme immunoassay (EIA)",""
"52108","Saccharomyces cerevisiae immunoglobulin G (IgG) antibody IVD, kit enzyme immunoassay (EIA)",""
"52100","Saccharomyces cerevisiae immunoglobulin A (IgA) antibody IVD, kit enzyme immunoassay (EIA)",""
"55223","Tissue transglutaminase antibody IVD, kit, enzyme immunoassay (EIA)",""
"54874","Anticardiolipin-B2-glycoprotein I complex antibody IVD, kit, enzyme immunoassay (EIA)",""
"54835","Multiple myositis-associated antibody IVD, kit, enzyme immunoassay (EIA)",""
"54889","Centromere protein antibody (anti-CENP) IVD, kit, enzyme immunoassay (EIA)",""
"55157","Ribonucleoprotein antibody (anti-RNP) IVD, kit, enzyme immunoassay (EIA)",""
"60300","Extra-gynaecological surgical mesh, synthetic polymer, non-bioabsorbable",""
"58020","Kyphoplasty balloon catheter",""
"61510","Bone tunnel plug, cannulated",""
"47368","Emergency airway clearance suction system, manual",""
"11052","Cricothyrotome, single-use",""
"47949","Tourniquet cuff bandage, non-latex",""
"61724","Manual jet ventilation device",""
"35402","Artificial airway stylet, reusable",""
"36231","Oxygen administration transtracheal catheter",""
"35815","Endotracheal tube holder",""
"35752","Tracheostomy tube neck holder, reusable",""
"63438","Tracheostomy tube neck holder, single-use",""
"42873","Invasive arterial pressure cardiac output/oximetry monitor",""
"64576","Thermal dilution peripheral artery catheter",""
"10615","Thermal-dilution cardiac output unit",""
"53145","Pancreatic elastase (PE) IVD, reagent",""
"42832","Magnifying spectacles",""
"62648","Blood component separator, manual",""
"36405","Blood donation rocker",""
"61618","Blood component separator, automated",""
"16463","Basic crimper",""
"62054","Laboratory tubing welder",""
"63858","Blood donor bag tube divider/sealer",""
"66789","Autotransfusion system blood collection/processing pump",""
"42498","Intravenous pole multi-outlet holder",""
"47903","Infusion pump medication-dosage application software",""
"46998","Therapeutic plasma/red blood cell exchange tubing set",""
"33984","Bone marrow collection/transfusion set",""
"46813","Blood storage solution, freezing",""
"60579","Luer-ended blood collection tube spike",""
"58294","Wound debridement tool",""
"40870","PET system application software",""
"40869","SPECT system application software",""
"40630","Nuclear medicine phantom, test object",""
"58144","Non-evacuated blood collection tube IVD, anticoagulant",""
"46023","Non-evacuated urine specimen container IVD, no additive",""
"58152","Capillary blood transfer tube IVD, clot activator",""
"38300","Remote-afterloading brachytherapy system",""
"37974","Microscope slide maker/stainer IVD",""
"63895","Histone protein IVD, antibody",""
"66684","Pituitary-specific positive transcription factor 1 (PIT-1) IVD, antibody",""
"66683","NUTM1 protein IVD, antibody",""
"63739","Uroplakin IVD, antibody",""
"65214","Steroidogenic factor-1 (SF-1) IVD, antibody",""
"65251","Somatostatin receptor subtype 2A (SSTR2A) IVD, antibody",""
"65250","Preferentially expressed antigen in melanoma (PRAME) IVD, antibody",""
"58983","Compression bandaging kit",""
"17439","Stereo light microscope",""
"63696","Dental etching solution syringe",""
"17844","Dental articulation paste/solution",""
"35957","Prescription spectacle lens, custom-made",""
"64725","Mechatronic external ankle-foot prosthesis",""
"62265","Cranial orthosis",""
"45887","Wheelchair head/trunk support, prefabricated",""
"46939","Fatty acid dental cement",""
"45480","Dental root surface conditioner",""
"35864","Polyether dental impression material",""
"31793","Boiling water sterilizer",""
"13709","Rib spreader, reusable",""
"63148","Pellet implantation cannula, single-use",""
"65249","Peripherin IVD, antibody",""
"48561","Coxsackie A/B virus antigen IVD, reagent",""
"48257","Multiple-genus respiratory virus antigen IVD, kit, enzyme immunoassay (EIA)",""
"48686","Enterovirus antigen (serotypes 68-71) IVD, kit, fluorescent immunoassay",""
"48664","Echovirus antigen (serotypes EV1-EV33) IVD, kit, enzyme immunoassay (EIA)",""
"48721","Poliovirus immunoglobulin M (IgM) antibody (serotypes PV1-PV3) IVD, kit, enzyme immunoassay (EIA)",""
"62583","Human metapneumovirus (hMPV) antigen IVD, kit, fluorescent immunoassay",""
"49339","Mumps virus immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, fluorescent immunoassay",""
"53131","Myeloperoxidase (MPO) IVD, reagent",""
"55978","Foeto-maternal haemorrhage/Kleihauer test IVD, reagent",""
"38759","Dental suction system cannula, reusable",""
"38104","Flap knife",""
"44888","Dental bone particle collector",""
"35793","Dental restoration carver, amalgam, reusable",""
"31847","Dental collar/crown scissors",""
"15047","Gauze packer",""
"55861","Platelet count IVD, reagent",""
"43673","Microscope counting chamber IVD",""
"55857","Red blood cell count IVD, reagent",""
"57248","Granulocyte IVD, reagent",""
"55863","Reticulocyte count IVD, reagent",""
"61076","Sperm concentration indicator IVD, reagent",""
"35630","General utility supply system, ceiling-mounted",""
"37332","Operating room light system",""
"46432","Teeth whitening kit",""
"16500","Compression/pressure glove",""
"35352","Vaginal speculum, reusable",""
"13998","Uterine tenaculum",""
"43469","Nail extraction forceps",""
"13997","Thyroid tenaculum",""
"32864","Wire/ligature passer, reusable",""
"57528","PMS-2 protein IVD, calibrator",""
"35377","Vein stripper, reusable",""
"35301","Resectoscope",""
"36628","Rigid optical hysteroscope",""
"11265","Urethral dilator, reusable",""
"14286","Urethral bougie, reusable",""
"13644","Uterine sound, reusable",""
"44058","General surgical procedure kit, non-medicated, reusable",""
"62727","Skin marking guide, reusable",""
"17584","Rigid endoscopic sponge/swab forceps",""
"57501","p27 antigen IVD, calibrator",""
"34949","Bone approximation clamp",""
"10156","Optical anoscope, reusable",""
"63868","Laparoscopic surgery handle",""
"10383","Bicycle ergometer",""
"64516","Electrochemical breath analyser IVD, point-of-care",""
"65819","Electrochemical breath analyser filter/mouthpiece IVD",""
"38654","Arthroscopic shaver system blade, reusable",""
"43434","Cryopreserved blood/tissue thawing unit",""
"57828","Professional high-flow respiratory unit, humidifying, manual",""
