Foundation URI,Linearization (release) URI,Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,PrimaryLocation,ChapterNo,BrowserLink,iCatLink,isLeaf,noOfNonResidualChildren,Version:2025 Oct 06 - 22:30 UTC
http://id.who.int/icd/entity/415838024,http://id.who.int/icd/release/11/beta/ichi/415838024,_LDINCOMPLETE,,"- - - - - Practical support with mental functions, unspecified",category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1991322657,http://id.who.int/icd/release/11/beta/ichi/1991322657,_LDINCOMPLETE,,"- - - - - Emotional support for mental functions, unspecified",category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/613206725,http://id.who.int/icd/release/11/beta/ichi/613206725,,BlockL4-AAA,- - - - Interventions on brain or cranial nerve,block,4,False,True,,browser,iCat,False,5,
http://id.who.int/icd/entity/1815352430,http://id.who.int/icd/release/11/beta/ichi/1815352430,,BlockL5-AAA,- - - - - Interventions on brain,block,5,False,True,,browser,iCat,False,27,
http://id.who.int/icd/entity/1479127779,http://id.who.int/icd/release/11/beta/ichi/1479127779,AAA.AD.AA,,- - - - - - Biopsy of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/565765435,http://id.who.int/icd/release/11/beta/ichi/565765435,AAA.AD.AE,,- - - - - - Percutaneous biopsy of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1803813456,http://id.who.int/icd/release/11/beta/ichi/1803813456,AAA.AF.AH,,"- - - - - - Electroencephalography, not elsewhere classified",category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/76562537,http://id.who.int/icd/release/11/beta/ichi/76562537,AAA.AF.BO,,- - - - - - Magnetoelectroencephalography,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/427986975,http://id.who.int/icd/release/11/beta/ichi/427986975,,BlockL6-AAA,- - - - - - Monitoring interventions of the brain,block,6,False,True,,browser,iCat,False,4,
http://id.who.int/icd/entity/559750571,http://id.who.int/icd/release/11/beta/ichi/559750571,AAA.AI.AA,,- - - - - - - Electroencephalography monitoring via burr holes,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1876716800,http://id.who.int/icd/release/11/beta/ichi/1876716800,AAA.AI.AE,,- - - - - - - Percutaneous monitoring of the brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2124369032,http://id.who.int/icd/release/11/beta/ichi/2124369032,AAA.AI.AH,,- - - - - - - Electroencephalography monitoring,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1904309356,http://id.who.int/icd/release/11/beta/ichi/1904309356,AAA.AI.BL,,- - - - - - - Video or radio-telemetered electroencephalography monitoring,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1178648892,http://id.who.int/icd/release/11/beta/ichi/1178648892,,BlockL6-AAA,- - - - - - Imaging interventions of the brain,block,6,False,True,,browser,iCat,False,9,
http://id.who.int/icd/entity/247093109,http://id.who.int/icd/release/11/beta/ichi/247093109,AAA.BA.BA,,- - - - - - - Encephalography,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1623348252,http://id.who.int/icd/release/11/beta/ichi/1623348252,AAA.BA.BB,,- - - - - - - Contrast radiogram of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/19397055,http://id.who.int/icd/release/11/beta/ichi/19397055,AAA.BA.BC,,"- - - - - - - Computerised tomography of brain, not elsewhere classified",category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/245264685,http://id.who.int/icd/release/11/beta/ichi/245264685,AAA.BA.BD,,- - - - - - - Computerised tomography of brain with intravenous contrast medium,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/508881051,http://id.who.int/icd/release/11/beta/ichi/508881051,AAA.BA.BF,,- - - - - - - Single photon emission computerised tomography of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/300769289,http://id.who.int/icd/release/11/beta/ichi/300769289,AAA.BA.BG,,- - - - - - - Positron emission tomography of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1634716550,http://id.who.int/icd/release/11/beta/ichi/1634716550,AAA.BA.BH,,"- - - - - - - Magnetic resonance imaging of brain, not elsewhere classified",category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/885376347,http://id.who.int/icd/release/11/beta/ichi/885376347,AAA.BA.BI,,- - - - - - - Magnetic resonance imaging of brain with intravenous contrast,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/242977213,http://id.who.int/icd/release/11/beta/ichi/242977213,AAA.BA.BJ,,- - - - - - - Ultrasound of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1171183384,http://id.who.int/icd/release/11/beta/ichi/1171183384,AAA.DL.AA,,- - - - - - Insertion of device into brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/789267009,http://id.who.int/icd/release/11/beta/ichi/789267009,AAA.DL.AE,,- - - - - - Percutaneous insertion of device into brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1329117002,http://id.who.int/icd/release/11/beta/ichi/1329117002,AAA.FA.AA,,- - - - - - Incision of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/260699983,http://id.who.int/icd/release/11/beta/ichi/260699983,AAA.FA.AE,,- - - - - - Percutaneous incision of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/892844969,http://id.who.int/icd/release/11/beta/ichi/892844969,AAA.FB.AA,,- - - - - - Division of brain tissue,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1620948342,http://id.who.int/icd/release/11/beta/ichi/1620948342,AAA.FC.AA,,- - - - - - Intracranial release,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/820407495,http://id.who.int/icd/release/11/beta/ichi/820407495,AAA.GA.AA,,- - - - - - Destruction of lesion or tissue of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/258740191,http://id.who.int/icd/release/11/beta/ichi/258740191,AAA.GA.AH,,- - - - - - Laser interstitial thermal therapy of lesion or tissue of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1162930358,http://id.who.int/icd/release/11/beta/ichi/1162930358,AAA.GA.BA,,- - - - - - Destruction of lesion or tissue of brain by radiotherapy,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1246679126,http://id.who.int/icd/release/11/beta/ichi/1246679126,AAA.JB.AA,,- - - - - - Drainage of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/7485245,http://id.who.int/icd/release/11/beta/ichi/7485245,AAA.JD.AA,,- - - - - - Removal of internal device or foreign body from brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/186459039,http://id.who.int/icd/release/11/beta/ichi/186459039,AAA.JD.AE,,- - - - - - Percutaneous removal of internal device or foreign body from brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/711845987,http://id.who.int/icd/release/11/beta/ichi/711845987,AAA.JG.AA,,- - - - - - Debridement of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/26248435,http://id.who.int/icd/release/11/beta/ichi/26248435,AAA.JI.AA,,- - - - - - Local excision of lesion of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/445761199,http://id.who.int/icd/release/11/beta/ichi/445761199,AAA.JI.AB,,- - - - - - Endoscopic local excision of lesion of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1431751550,http://id.who.int/icd/release/11/beta/ichi/1431751550,AAA.JJ.AA,,- - - - - - Partial excision of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1165601372,http://id.who.int/icd/release/11/beta/ichi/1165601372,AAA.JJ.AE,,- - - - - - Percutaneous partial excision of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1782141172,http://id.who.int/icd/release/11/beta/ichi/1782141172,AAA.KA.AA,,- - - - - - Replacement of intracranial device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1863155466,http://id.who.int/icd/release/11/beta/ichi/1863155466,AAA.MK.AA,,- - - - - - Repair of encephalocele of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1622472600,http://id.who.int/icd/release/11/beta/ichi/1622472600,AAA.SC.BO,,- - - - - - Transcranial magnetic stimulation,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/522740983,http://id.who.int/icd/release/11/beta/ichi/522740983,AAA.SC.BP,,- - - - - - Stimulation of the brain using electric fields,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/304168643,http://id.who.int/icd/release/11/beta/ichi/304168643,,BlockL5-AAC,- - - - - Interventions on cerebral meninges,block,5,False,True,,browser,iCat,False,9,
http://id.who.int/icd/entity/1611876330,http://id.who.int/icd/release/11/beta/ichi/1611876330,AAC.AD.AA,,- - - - - - Biopsy of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1009994990,http://id.who.int/icd/release/11/beta/ichi/1009994990,AAC.AD.AE,,- - - - - - Percutaneous biopsy of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/109903882,http://id.who.int/icd/release/11/beta/ichi/109903882,AAC.FC.AA,,- - - - - - Release of cortical adhesions,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/591420874,http://id.who.int/icd/release/11/beta/ichi/591420874,AAC.JB.AA,,- - - - - - Drainage of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1295539875,http://id.who.int/icd/release/11/beta/ichi/1295539875,AAC.JI.AA,,- - - - - - Local excision of lesion of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1551597269,http://id.who.int/icd/release/11/beta/ichi/1551597269,AAC.JJ.AA,,- - - - - - Partial excision of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/472892996,http://id.who.int/icd/release/11/beta/ichi/472892996,AAC.MK.AA,,- - - - - - Repair of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/549685297,http://id.who.int/icd/release/11/beta/ichi/549685297,AAC.MK.AD,,- - - - - - Endoscopic repair of cerebral meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1444094249,http://id.who.int/icd/release/11/beta/ichi/1444094249,AAC.ML.AA,,- - - - - - Repair of cerebral meninges with cranioplasty,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2016992470,http://id.who.int/icd/release/11/beta/ichi/2016992470,,BlockL5-AAE,- - - - - Interventions on ventricles of brain,block,5,False,True,,browser,iCat,False,18,
http://id.who.int/icd/entity/379740464,http://id.who.int/icd/release/11/beta/ichi/379740464,AAE.AD.AB,,- - - - - - Closed biopsy of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/971152256,http://id.who.int/icd/release/11/beta/ichi/971152256,AAE.AE.AB,,- - - - - - Ventriculoscopy,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1771651633,http://id.who.int/icd/release/11/beta/ichi/1771651633,AAE.AH.XE,,- - - - - - Specimen collection from ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/587339052,http://id.who.int/icd/release/11/beta/ichi/587339052,AAE.DN.AA,,- - - - - - Implantation of internal device into ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1567530489,http://id.who.int/icd/release/11/beta/ichi/1567530489,AAE.FA.AA,,- - - - - - Incision of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/531011177,http://id.who.int/icd/release/11/beta/ichi/531011177,AAE.GA.AE,,- - - - - - Endoscopic destruction of lesion or tissue of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/205713284,http://id.who.int/icd/release/11/beta/ichi/205713284,AAE.JB.AA,,- - - - - - Drainage of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/496306559,http://id.who.int/icd/release/11/beta/ichi/496306559,AAE.JB.AE,,- - - - - - Percutaneous drainage of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/959324670,http://id.who.int/icd/release/11/beta/ichi/959324670,AAE.JD.AA,,- - - - - - Removal of internal device or foreign body from ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/59796762,http://id.who.int/icd/release/11/beta/ichi/59796762,AAE.JD.AH,,- - - - - - External removal of foreign body or internal device from ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/805900679,http://id.who.int/icd/release/11/beta/ichi/805900679,AAE.JI.AA,,- - - - - - Local excision of lesion of the ventricles of the brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1875591332,http://id.who.int/icd/release/11/beta/ichi/1875591332,AAE.JI.AB,,- - - - - - Endoscopic local excision of lesion of ventricles of the brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1457494871,http://id.who.int/icd/release/11/beta/ichi/1457494871,AAE.JJ.AA,,- - - - - - Partial excision of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/408873474,http://id.who.int/icd/release/11/beta/ichi/408873474,AAE.KA.AA,,- - - - - - Replacement of ventricular device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1382157673,http://id.who.int/icd/release/11/beta/ichi/1382157673,AAE.LH.AA,,- - - - - - Dilatation of ventricles of brain with insertion of device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2085533335,http://id.who.int/icd/release/11/beta/ichi/2085533335,AAE.LI.AA,,- - - - - - Ventricular shunt,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/687947992,http://id.who.int/icd/release/11/beta/ichi/687947992,AAE.LI.AB,,- - - - - - Endoscopic ventricular shunt,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1205793729,http://id.who.int/icd/release/11/beta/ichi/1205793729,AAE.SN.AA,,- - - - - - Management of internal device of ventricles of brain,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/412423805,http://id.who.int/icd/release/11/beta/ichi/412423805,,BlockL5-AAG,- - - - - Interventions on intracranial space,block,5,False,True,,browser,iCat,False,5,
http://id.who.int/icd/entity/1938618679,http://id.who.int/icd/release/11/beta/ichi/1938618679,AAG.AH.AE,,- - - - - - Cranial puncture,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/393829682,http://id.who.int/icd/release/11/beta/ichi/393829682,AAG.DN.AA,,- - - - - - Implantation of device into intracranial space,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1744565951,http://id.who.int/icd/release/11/beta/ichi/1744565951,AAG.JB.AA,,- - - - - - Drainage of intracranial space,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2020417291,http://id.who.int/icd/release/11/beta/ichi/2020417291,AAG.JB.AE,,- - - - - - Percutaneous drainage of intracranial space,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2010421145,http://id.who.int/icd/release/11/beta/ichi/2010421145,AAG.JI.AA,,- - - - - - Local excision of lesion of intracranial space,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/497105283,http://id.who.int/icd/release/11/beta/ichi/497105283,,BlockL5-AAN,- - - - - Interventions on cranial nerve,block,5,False,True,,browser,iCat,False,21,
http://id.who.int/icd/entity/580608472,http://id.who.int/icd/release/11/beta/ichi/580608472,AAN.AD.AA,,- - - - - - Biopsy of cranial nerve or ganglion,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/232495992,http://id.who.int/icd/release/11/beta/ichi/232495992,AAN.AD.AE,,- - - - - - Percutaneous biopsy of cranial nerve or ganglion,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/196179643,http://id.who.int/icd/release/11/beta/ichi/196179643,AAN.DC.AE,,- - - - - - Injection of anaesthetic into cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2102997237,http://id.who.int/icd/release/11/beta/ichi/2102997237,AAN.DL.AA,,- - - - - - Insertion of cranial nerve device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1279578831,http://id.who.int/icd/release/11/beta/ichi/1279578831,AAN.DL.AE,,- - - - - - Percutaneous insertion of cranial nerve device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1751858371,http://id.who.int/icd/release/11/beta/ichi/1751858371,AAN.FA.AA,,- - - - - - Incision of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/101924780,http://id.who.int/icd/release/11/beta/ichi/101924780,AAN.FB.AA,,- - - - - - Division of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1389719589,http://id.who.int/icd/release/11/beta/ichi/1389719589,AAN.FC.AA,,- - - - - - Release of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1302749441,http://id.who.int/icd/release/11/beta/ichi/1302749441,AAN.GA.AA,,- - - - - - Destruction of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/955325364,http://id.who.int/icd/release/11/beta/ichi/955325364,AAN.GA.AE,,- - - - - - Percutaneous destruction of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1754186835,http://id.who.int/icd/release/11/beta/ichi/1754186835,AAN.GA.BA,,- - - - - - Destruction of cranial nerve by radiation therapy,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/397797196,http://id.who.int/icd/release/11/beta/ichi/397797196,AAN.JD.AA,,- - - - - - Removal of internal device or foreign body from cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/125796090,http://id.who.int/icd/release/11/beta/ichi/125796090,AAN.JD.AE,,- - - - - - Percutaneous removal of internal device or foreign body from cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/147256936,http://id.who.int/icd/release/11/beta/ichi/147256936,AAN.JJ.AA,,- - - - - - Partial excision of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/131649164,http://id.who.int/icd/release/11/beta/ichi/131649164,AAN.KA.AA,,- - - - - - Replacement of cranial nerve device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1306798561,http://id.who.int/icd/release/11/beta/ichi/1306798561,AAN.KA.AE,,- - - - - - Percutaneous replacement of cranial nerve device,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1885253548,http://id.who.int/icd/release/11/beta/ichi/1885253548,AAN.LB.AA,,- - - - - - Anastomosis of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/446380795,http://id.who.int/icd/release/11/beta/ichi/446380795,AAN.LJ.AA,,- - - - - - Transposition of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/564973533,http://id.who.int/icd/release/11/beta/ichi/564973533,AAN.MK.AA,,- - - - - - Repair of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2121178880,http://id.who.int/icd/release/11/beta/ichi/2121178880,AAN.ML.AA,,- - - - - - Cranial nerve graft,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/250361203,http://id.who.int/icd/release/11/beta/ichi/250361203,AAN.SC.BP,,- - - - - - Stimulation of cranial nerve,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1531329452,http://id.who.int/icd/release/11/beta/ichi/1531329452,,BlockL4-ABA,- - - - Interventions on spinal cord structures,block,4,False,True,,browser,iCat,False,4,
http://id.who.int/icd/entity/1401419944,http://id.who.int/icd/release/11/beta/ichi/1401419944,,BlockL5-ABA,- - - - - Interventions on spinal cord,block,5,False,True,,browser,iCat,False,11,
http://id.who.int/icd/entity/2076133778,http://id.who.int/icd/release/11/beta/ichi/2076133778,ABA.AD.AA,,- - - - - - Biopsy of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1935531037,http://id.who.int/icd/release/11/beta/ichi/1935531037,ABA.AD.AE,,- - - - - - Percutaneous biopsy of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/666420501,http://id.who.int/icd/release/11/beta/ichi/666420501,,BlockL6-ABA,- - - - - - Imaging interventions of the spinal cord,block,6,False,True,,browser,iCat,False,5,
http://id.who.int/icd/entity/1946599684,http://id.who.int/icd/release/11/beta/ichi/1946599684,ABA.BA.BA,,- - - - - - - X-ray of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/558446413,http://id.who.int/icd/release/11/beta/ichi/558446413,ABA.BA.BB,,- - - - - - - Radiography of the spinal cord with contrast medium,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/49228313,http://id.who.int/icd/release/11/beta/ichi/49228313,ABA.BA.BF,,- - - - - - - Single photon emission computerised tomography of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/235523555,http://id.who.int/icd/release/11/beta/ichi/235523555,ABA.BA.BH,,- - - - - - - Magnetic resonance imaging of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1584534610,http://id.who.int/icd/release/11/beta/ichi/1584534610,ABA.BA.BJ,,- - - - - - - Ultrasound of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1150458618,http://id.who.int/icd/release/11/beta/ichi/1150458618,ABA.FA.AA,,- - - - - - Cordotomy,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1869608554,http://id.who.int/icd/release/11/beta/ichi/1869608554,ABA.FA.AE,,- - - - - - Percutaneous cordotomy,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1591059492,http://id.who.int/icd/release/11/beta/ichi/1591059492,ABA.FC.AA,,- - - - - - Release of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2118638610,http://id.who.int/icd/release/11/beta/ichi/2118638610,ABA.GA.AA,,- - - - - - Destruction of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/24968975,http://id.who.int/icd/release/11/beta/ichi/24968975,ABA.JG.AA,,- - - - - - Debridement of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1359423166,http://id.who.int/icd/release/11/beta/ichi/1359423166,ABA.JI.AA,,- - - - - - Local excision of lesion of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1412630848,http://id.who.int/icd/release/11/beta/ichi/1412630848,ABA.MK.AA,,- - - - - - Repair of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/200366179,http://id.who.int/icd/release/11/beta/ichi/200366179,ABA.ML.AA,,- - - - - - Reconstruction of spinal cord,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/866435219,http://id.who.int/icd/release/11/beta/ichi/866435219,,BlockL5-ABC,- - - - - Interventions on spinal meninges,block,5,False,True,,browser,iCat,False,7,
http://id.who.int/icd/entity/2071196656,http://id.who.int/icd/release/11/beta/ichi/2071196656,ABC.AD.AA,,- - - - - - Biopsy of spinal meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/2124555394,http://id.who.int/icd/release/11/beta/ichi/2124555394,ABC.GA.AA,,- - - - - - Destruction of spinal meninges,category,1,False,True,,browser,iCat,True,0,
http://id.who.int/icd/entity/1897638932,http://id.who.int/icd/release/11/beta/ichi/1897638932,ABC.JB.AA,,- - - - - - Drainage of spinal meninges,category,1,False,True,,browser,iCat,True,0,
